model,stem,arm,L,iou,precision,recall,bytes,n_components,n_components_ref,total_length_px,total_length_px_ref,mean_width_px,mean_width_px_ref,n_branches,n_branches_ref,n_junctions,n_junctions_ref,cycle_rank,cycle_rank_ref,junc_f1_3,end_f1_3
shipped,7692,GRAPH7,0,0.884825327510917,0.9413472706155633,0.9364529173887927,184.0,5,5,285.25,309.03657992645924,5.9623508423786244,5.581579727891469,10,16,3,6,2,1,0.4444444444444444,0.6666666666666666
shipped,7692,GRAPH7,5,0.884825327510917,0.9413472706155633,0.9364529173887927,184.0,5,5,285.25,307.03657992645924,5.9623508423786244,5.602211576972645,10,12,3,4,2,1,0.5714285714285715,0.7272727272727272
shipped,7911,SEG,0,0.8684695759065765,0.9235294117647059,0.9357615894039735,,5,6,221.4091629284898,233.8233764908628,6.699968708697492,6.490925915254277,12,12,4,3,1,1,0.28571428571428575,0.6153846153846153
shipped,7911,SEG,5,0.8684695759065765,0.9235294117647059,0.9357615894039735,,5,6,221.4091629284898,227.58073580374355,6.699968708697492,6.55424462453422,12,9,4,2,1,1,0.3333333333333333,0.5833333333333334
shipped,7911,GRAPH7,0,0.8684695759065765,0.9235294117647059,0.9357615894039735,183.0,5,6,221.25,233.8233764908628,6.702252465626134,6.490925915254277,12,12,4,3,1,1,0.28571428571428575,0.6153846153846153
shipped,7911,GRAPH7,5,0.8684695759065765,0.9235294117647059,0.9357615894039735,183.0,5,6,221.25,227.58073580374355,6.702252465626134,6.55424462453422,12,9,4,2,1,1,0.3333333333333333,0.5833333333333334
shipped,7996,SEG,0,0.8619271445358402,0.9022140221402214,0.9507453013609851,,4,4,279.96551211459376,286.45079348883235,5.951054125204014,5.6008774293593815,10,12,3,4,0,0,0.5714285714285715,0.8695652173913043
shipped,7996,SEG,5,0.8619271445358402,0.9022140221402214,0.9507453013609851,,4,4,277.9655121145938,277.208152801713,5.947355830470852,5.65090456889247,8,8,2,2,0,0,1.0,0.9
shipped,7996,GRAPH7,0,0.8619271445358402,0.9022140221402214,0.9507453013609851,191.0,4,4,280.25,286.45079348883235,5.962224212344782,5.6008774293593815,10,12,3,4,0,0,0.5714285714285715,0.8695652173913043
shipped,7996,GRAPH7,5,0.8619271445358402,0.9022140221402214,0.9507453013609851,191.0,4,4,278.25,277.208152801713,5.96015574307143,5.65090456889247,8,8,2,2,0,0,1.0,0.9
shipped,7835,SEG,0,0.8328859060402685,0.8889684813753582,0.9295880149812734,,5,5,272.4213562373095,289.73506473629425,5.187031015883062,4.913808377251586,9,9,2,2,0,0,1.0,0.75
shipped,7835,SEG,5,0.8328859060402685,0.8889684813753582,0.9295880149812734,,5,5,272.4213562373095,289.73506473629425,5.187031015883062,4.913808377251586,9,9,2,2,0,0,1.0,0.75
shipped,7835,GRAPH7,0,0.8328859060402685,0.8889684813753582,0.9295880149812734,179.0,5,5,272.5,289.73506473629425,5.248129854552682,4.913808377251586,9,9,2,2,0,0,1.0,0.75
shipped,7835,GRAPH7,5,0.8328859060402685,0.8889684813753582,0.9295880149812734,179.0,5,5,272.5,289.73506473629425,5.248129854552682,4.913808377251586,9,9,2,2,0,0,1.0,0.75
shipped,7635,SEG,0,0.9224712295578438,0.9578616352201258,0.961489898989899,,4,4,238.4802307403552,240.72287142747444,6.736392516672974,6.5505109373418335,10,8,3,2,1,0,0.0,0.5
shipped,7635,SEG,5,0.9224712295578438,0.9578616352201258,0.961489898989899,,4,4,233.06601717798208,234.3086578651014,6.808360790408612,6.650274172521082,5,6,1,1,1,0,0.0,0.6250000000000001
shipped,7635,GRAPH7,0,0.9224712295578438,0.9578616352201258,0.961489898989899,160.0,4,4,241.25,240.72287142747444,6.723455139349335,6.5505109373418335,10,8,3,2,1,0,0.0,0.5
shipped,7635,GRAPH7,5,0.9224712295578438,0.9578616352201258,0.961489898989899,160.0,4,4,234.5,234.3086578651014,6.783725170012908,6.650274172521082,5,6,1,1,1,0,0.0,0.6250000000000001
shipped,7510,SEG,0,0.899625468164794,0.9353582554517134,0.9592651757188498,,4,4,234.0660171779821,245.30865786510137,5.732277713254571,5.373405727475335,11,12,3,4,0,1,0.5714285714285715,0.8695652173913043
shipped,7510,SEG,5,0.899625468164794,0.9353582554517134,0.9592651757188498,,4,4,227.2375900532359,244.30865786510137,5.6998720724749985,5.3780610586743345,8,11,2,4,0,1,0.6666666666666666,0.8000000000000002
shipped,7510,GRAPH7,0,0.899625468164794,0.9353582554517134,0.9592651757188498,180.0,4,4,235.25,245.30865786510137,5.669283471450334,5.373405727475335,11,12,3,4,0,1,0.5714285714285715,0.8695652173913043
shipped,7510,GRAPH7,5,0.899625468164794,0.9353582554517134,0.9592651757188498,180.0,4,4,228.25,244.30865786510137,5.629020533006314,5.3780610586743345,8,11,2,4,0,1,0.6666666666666666,0.8000000000000002
shipped,7676,SEG,0,0.8943731490621916,0.9587301587301588,0.9301848049281314,,4,4,304.3919189857866,328.048773235279,6.417248562189936,6.356040067606872,10,22,3,9,0,1,0.5,0.6666666666666666
shipped,7676,SEG,5,0.8943731490621916,0.9587301587301588,0.9301848049281314,,4,4,304.3919189857866,298.90663761154804,6.417248562189936,6.448124833610733,10,11,3,4,0,1,0.8571428571428571,0.6666666666666666
shipped,7676,GRAPH7,0,0.8943731490621916,0.9587301587301588,0.9301848049281314,197.0,4,4,304.75,328.048773235279,6.413736556045186,6.356040067606872,10,22,3,9,0,1,0.5,0.6666666666666666
shipped,7676,GRAPH7,5,0.8943731490621916,0.9587301587301588,0.9301848049281314,197.0,4,4,304.75,298.90663761154804,6.413736556045186,6.448124833610733,10,11,3,4,0,1,0.8571428571428571,0.6666666666666666
shipped,7556,SEG,0,0.9007936507936508,0.9517819706498952,0.9438669438669439,,4,4,246.27922061357845,249.10764773832466,5.860381708210195,5.911161751927513,6,8,1,2,1,0,0.6666666666666666,0.7058823529411764
shipped,7556,SEG,5,0.9007936507936508,0.9517819706498952,0.9438669438669439,,4,4,246.27922061357845,245.27922061357847,5.860381708210195,5.936280221247905,6,6,1,1,1,0,1.0,0.75
shipped,7556,GRAPH7,0,0.9007936507936508,0.9517819706498952,0.9438669438669439,145.0,4,4,246.5,249.10764773832466,5.823948188149847,5.911161751927513,6,8,1,2,1,0,0.6666666666666666,0.7058823529411764
shipped,7556,GRAPH7,5,0.9007936507936508,0.9517819706498952,0.9438669438669439,145.0,4,4,246.5,245.27922061357847,5.823948188149847,5.936280221247905,6,6,1,1,1,0,1.0,0.75
shipped,7462,SEG,0,0.896664844177146,0.9452449567723343,0.9457900807381776,,5,5,322.7056274847713,344.19090885900994,5.476811303369816,5.229713538223257,9,19,2,7,0,1,0.4444444444444445,0.7142857142857143
shipped,7462,SEG,5,0.896664844177146,0.9452449567723343,0.9457900807381776,,5,5,320.2914139223983,329.11984104714446,5.4773036586767105,5.273575499323978,7,11,1,3,0,1,0.5,0.8695652173913043
shipped,7462,GRAPH7,0,0.896664844177146,0.9452449567723343,0.9457900807381776,193.0,5,5,322.75,344.19090885900994,5.487026862506093,5.229713538223257,9,19,2,7,0,1,0.4444444444444445,0.7142857142857143
shipped,7462,GRAPH7,5,0.896664844177146,0.9452449567723343,0.9457900807381776,193.0,5,5,320.25,329.11984104714446,5.490828789613869,5.273575499323978,7,11,1,3,0,1,0.5,0.8695652173913043
shipped,7629,SEG,0,0.9036742800397219,0.9314227226202662,0.9680851063829787,,5,5,199.85281374238568,203.16652224137044,4.917535692859719,4.740926486102514,7,9,1,2,0,0,0.6666666666666666,0.9565217391304348
shipped,7629,SEG,5,0.9036742800397219,0.9314227226202662,0.9680851063829787,,5,5,199.85281374238568,198.33809511662423,4.917535692859719,4.76609423423099,7,7,1,1,0,0,1.0,1.0
shipped,7629,GRAPH7,0,0.9036742800397219,0.9314227226202662,0.9680851063829787,151.0,5,5,200.25000000000003,203.16652224137044,4.8933281754944495,4.740926486102514,7,9,1,2,0,0,0.6666666666666666,0.9565217391304348
shipped,7629,GRAPH7,5,0.9036742800397219,0.9314227226202662,0.9680851063829787,151.0,5,5,200.25000000000003,198.33809511662423,4.8933281754944495,4.76609423423099,7,7,1,1,0,0,1.0,1.0
shipped,7980,SEG,0,0.9168734491315137,0.9450127877237852,0.9685452162516383,,5,5,241.76450198781714,256.07821048680194,6.521388292679955,6.357336863278311,9,15,2,5,1,0,0.5714285714285715,0.6923076923076923
shipped,7980,SEG,5,0.9168734491315137,0.9450127877237852,0.9685452162516383,,5,5,240.76450198781714,232.35028842544403,6.520364717166826,6.492392214349055,8,7,2,1,1,0,0.6666666666666666,0.6666666666666666
shipped,7980,GRAPH7,0,0.9168734491315137,0.9450127877237852,0.9685452162516383,167.0,5,5,242.25,256.07821048680194,6.489653053222506,6.357336863278311,9,15,2,5,1,0,0.5714285714285715,0.6923076923076923
shipped,7980,GRAPH7,5,0.9168734491315137,0.9450127877237852,0.9685452162516383,167.0,5,5,240.25,232.35028842544403,6.4854045874845045,6.492392214349055,8,7,2,1,1,0,0.6666666666666666,0.6666666666666666
shipped,7904,SEG,0,0.8869822485207101,0.9547770700636943,0.9258801729462631,,5,5,281.93607486307087,283.5929291125633,5.600547213163986,5.779641240182717,7,11,1,3,0,0,0.5,0.8333333333333333
shipped,7904,SEG,5,0.8869822485207101,0.9547770700636943,0.9258801729462631,,5,5,281.93607486307087,275.9360748630709,5.600547213163986,5.811921915364848,7,7,1,1,0,0,1.0,0.8181818181818182
shipped,7904,GRAPH7,0,0.8869822485207101,0.9547770700636943,0.9258801729462631,182.0,5,5,282.0,283.5929291125633,5.60179901910362,5.779641240182717,7,11,1,3,0,0,0.5,0.8333333333333333
shipped,7904,GRAPH7,5,0.8869822485207101,0.9547770700636943,0.9258801729462631,182.0,5,5,282.0,275.9360748630709,5.60179901910362,5.811921915364848,7,7,1,1,0,0,1.0,0.8181818181818182
shipped,7713,SEG,0,0.9359116022099447,0.9641434262948207,0.9696622781911849,,4,4,255.20815280171308,253.20815280171314,7.338582861078847,7.212798429370321,11,13,4,5,1,1,0.6666666666666665,0.761904761904762
shipped,7713,SEG,5,0.9359116022099447,0.9641434262948207,0.9696622781911849,,4,4,250.79393923933998,236.1370849898476,7.367223144944822,7.236297459744974,9,7,3,2,1,1,0.8,0.5882352941176471
shipped,7713,GRAPH7,0,0.9359116022099447,0.9641434262948207,0.9696622781911849,178.0,4,4,255.25,253.20815280171314,7.336185591647575,7.212798429370321,11,13,4,5,1,1,0.6666666666666665,0.761904761904762
shipped,7713,GRAPH7,5,0.9359116022099447,0.9641434262948207,0.9696622781911849,178.0,4,4,250.75,236.1370849898476,7.360164994089903,7.236297459744974,9,7,3,2,1,1,0.8,0.5882352941176471
shipped,7994,SEG,0,0.9085545722713865,0.9426166794185157,0.9617486338797814,,4,4,236.3086578651014,258.13708498984755,5.70858109219049,5.227455791336756,11,17,4,7,1,1,0.5454545454545454,0.6956521739130435
shipped,7994,SEG,5,0.9085545722713865,0.9426166794185157,0.9617486338797814,,4,4,231.48023074035524,250.3086578651014,5.694797449097844,5.279032670875497,7,11,2,4,1,1,0.6666666666666666,0.7777777777777777
shipped,7994,GRAPH7,0,0.9085545722713865,0.9426166794185157,0.9617486338797814,174.0,4,4,236.25,258.13708498984755,5.712224207403629,5.227455791336756,11,17,4,7,1,1,0.5454545454545454,0.6956521739130435
shipped,7994,GRAPH7,5,0.9085545722713865,0.9426166794185157,0.9617486338797814,174.0,4,4,231.5,250.3086578651014,5.6995700604713075,5.279032670875497,7,11,2,4,1,1,0.6666666666666666,0.7777777777777777
shipped,7549,SEG,0,0.8248,0.8819503849443969,0.927158273381295,,6,6,248.1665222413705,276.55129855222066,4.653306346796941,4.251342673684783,10,12,2,3,0,0,0.8,0.8275862068965518
shipped,7549,SEG,5,0.8248,0.8819503849443969,0.927158273381295,,6,6,248.1665222413705,273.1370849898476,4.653306346796941,4.275823292084601,10,10,2,2,0,0,1.0,0.8571428571428571
shipped,7549,GRAPH7,0,0.8248,0.8819503849443969,0.927158273381295,191.0,6,6,248.25,276.55129855222066,4.6134284413503925,4.251342673684783,10,12,2,3,0,0,0.8,0.8275862068965518
shipped,7549,GRAPH7,5,0.8248,0.8819503849443969,0.927158273381295,191.0,6,6,248.25,273.1370849898476,4.6134284413503925,4.275823292084601,10,10,2,2,0,0,1.0,0.8571428571428571
shipped,7581,SEG,0,0.924812030075188,0.971445929526124,0.950653983353151,,4,4,214.82337649086287,223.48023074035518,7.279044443253883,7.692304155171513,14,8,5,2,1,0,0.5714285714285715,0.6363636363636365
shipped,7581,SEG,5,0.924812030075188,0.971445929526124,0.950653983353151,,4,4,195.3380951166243,216.23759005323592,7.319787057606332,7.707717396424656,7,4,2,0,1,0,0.0,0.375
shipped,7581,GRAPH7,0,0.924812030075188,0.971445929526124,0.950653983353151,171.0,4,4,216.5,223.48023074035518,7.22625707440787,7.692304155171513,14,8,5,2,1,0,0.5714285714285715,0.6363636363636365
shipped,7581,GRAPH7,5,0.924812030075188,0.971445929526124,0.950653983353151,171.0,4,4,196.75,216.23759005323592,7.26612277819214,7.707717396424656,7,4,2,0,1,0,0.0,0.375
shipped,7310,SEG,0,0.9087934560327199,0.957345971563981,0.9471440750213129,,4,4,367.01933598375615,382.43354954612926,6.623099475843243,6.598664838654686,13,19,5,8,1,1,0.7692307692307693,0.56
shipped,7310,SEG,5,0.9087934560327199,0.957345971563981,0.9471440750213129,,4,4,364.60512242138304,361.11984104714446,6.61719857924255,6.591558339710051,11,9,4,3,1,1,0.5714285714285715,0.7368421052631577
shipped,7310,GRAPH7,0,0.9087934560327199,0.957345971563981,0.9471440750213129,219.0,4,4,367.0,382.43354954612926,6.608571216313067,6.598664838654686,13,19,5,8,1,1,0.7692307692307693,0.56
shipped,7310,GRAPH7,5,0.9087934560327199,0.957345971563981,0.9471440750213129,219.0,4,4,364.5,361.11984104714446,6.60588651957996,6.591558339710051,11,9,4,3,1,1,0.5714285714285715,0.7368421052631577
shipped,7358,SEG,0,0.8806941431670282,0.9022222222222223,0.973621103117506,,5,5,193.9655121145937,199.96551211459374,4.514087066766851,4.276171269592921,5,5,0,0,0,0,1.0,1.0
shipped,7358,SEG,5,0.8806941431670282,0.9022222222222223,0.973621103117506,,5,5,193.9655121145937,199.96551211459374,4.514087066766851,4.276171269592921,5,5,0,0,0,0,1.0,1.0
shipped,7358,GRAPH7,0,0.8806941431670282,0.9022222222222223,0.973621103117506,131.0,5,5,193.75,199.96551211459374,4.491929046517558,4.276171269592921,5,5,0,0,0,0,1.0,1.0
shipped,7358,GRAPH7,5,0.8806941431670282,0.9022222222222223,0.973621103117506,131.0,5,5,193.75,199.96551211459374,4.491929046517558,4.276171269592921,5,5,0,0,0,0,1.0,1.0
shipped,7320,SEG,0,0.8881987577639752,0.9218372280419017,0.9605373635600336,,4,4,178.4386001800126,186.33809511662426,6.9044662832292465,6.486706632520866,14,12,5,4,1,1,0.888888888888889,0.8695652173913043
shipped,7320,SEG,5,0.8881987577639752,0.9218372280419017,0.9605373635600336,,4,4,165.7817459305202,174.68124086713186,6.837636583073946,6.414378969483084,7,7,2,2,1,1,1.0,1.0
shipped,7320,GRAPH7,0,0.8881987577639752,0.9218372280419017,0.9605373635600336,172.0,4,4,180.0,186.33809511662426,6.901668497495004,6.486706632520866,14,12,5,4,1,1,0.888888888888889,0.8695652173913043
shipped,7320,GRAPH7,5,0.8881987577639752,0.9218372280419017,0.9605373635600336,172.0,4,4,167.0,174.68124086713186,6.8199121529886275,6.414378969483084,7,7,2,2,1,1,1.0,1.0
shipped,7763,SEG,0,0.9042920572274297,0.9443585780525502,0.9551849921834289,,4,4,328.8061325481598,350.2203461105329,6.051033094735927,5.797684069483289,14,20,5,8,1,0,0.7692307692307693,0.5714285714285715
shipped,7763,SEG,5,0.9042920572274297,0.9443585780525502,0.9551849921834289,,4,4,322.97770542341357,321.492424049175,6.010011494787033,5.7917917112428805,11,10,4,3,1,0,0.8571428571428571,0.380952380952381
shipped,7763,GRAPH7,0,0.9042920572274297,0.9443585780525502,0.9551849921834289,216.0,4,4,329.75,350.2203461105329,6.076341286928275,5.797684069483289,14,20,5,8,1,0,0.7692307692307693,0.5714285714285715
shipped,7763,GRAPH7,5,0.9042920572274297,0.9443585780525502,0.9551849921834289,216.0,4,4,324.0,321.492424049175,6.040851973347526,5.7917917112428805,11,10,4,3,1,0,0.8571428571428571,0.380952380952381
shipped,7816,SEG,0,0.8508575689783744,0.8643939393939394,0.9819277108433735,,4,4,222.2792206135785,233.10764773832472,5.743236156992103,5.0686925346397915,6,10,1,3,0,1,0.5,0.8421052631578948
shipped,7816,SEG,5,0.8508575689783744,0.8643939393939394,0.9819277108433735,,4,4,222.2792206135785,223.45079348883235,5.743236156992103,5.092046797780432,6,7,1,2,0,1,0.6666666666666666,0.9411764705882353
shipped,7816,GRAPH7,0,0.8508575689783744,0.8643939393939394,0.9819277108433735,153.0,4,4,222.0,233.10764773832472,5.7457089785632744,5.0686925346397915,6,10,1,3,0,1,0.5,0.8421052631578948
shipped,7816,GRAPH7,5,0.8508575689783744,0.8643939393939394,0.9819277108433735,153.0,4,4,222.0,223.45079348883235,5.7457089785632744,5.092046797780432,6,7,1,2,0,1,0.6666666666666666,0.9411764705882353
shipped,7747,SEG,0,0.8931297709923665,0.9335106382978723,0.9538043478260869,,5,5,388.91883092036784,404.57568516986015,6.002724671417096,5.722322713487382,13,20,4,6,0,0,0.8,0.6060606060606061
shipped,7747,SEG,5,0.8931297709923665,0.9335106382978723,0.9538043478260869,,5,5,388.91883092036784,393.747258045114,6.002724671417096,5.773458609248984,13,13,4,4,0,0,1.0,0.7142857142857143
shipped,7747,GRAPH7,0,0.8931297709923665,0.9335106382978723,0.9538043478260869,242.0,5,5,389.5,404.57568516986015,6.0356690295747715,5.722322713487382,13,20,4,6,0,0,0.8,0.6060606060606061
shipped,7747,GRAPH7,5,0.8931297709923665,0.9335106382978723,0.9538043478260869,242.0,5,5,389.5,393.747258045114,6.0356690295747715,5.773458609248984,13,13,4,4,0,0,1.0,0.7142857142857143
shipped,7527,SEG,0,0.8671655753040225,0.91600790513834,0.9420731707317073,,4,4,208.8233764908628,210.99494936611663,4.939838895536106,4.975113034234051,10,10,3,3,0,0,0.6666666666666666,0.8181818181818182
shipped,7527,SEG,5,0.8671655753040225,0.91600790513834,0.9420731707317073,,4,4,203.9949493661166,210.99494936611663,4.914603860157228,4.975113034234051,6,10,1,3,0,0,0.5,0.7000000000000001
shipped,7527,GRAPH7,0,0.8671655753040225,0.91600790513834,0.9420731707317073,165.0,4,4,208.75,210.99494936611663,4.954467479897934,4.975113034234051,10,10,3,3,0,0,0.6666666666666666,0.8181818181818182
shipped,7527,GRAPH7,5,0.8671655753040225,0.91600790513834,0.9420731707317073,165.0,4,4,204.0,210.99494936611663,4.929203855042616,4.975113034234051,6,10,1,3,0,0,0.5,0.7000000000000001
shipped,7416,SEG,0,0.8866340097970609,0.9227967953386744,0.9576719576719577,,4,5,208.7523086789974,216.92388155425118,6.538099996548941,6.15401359312993,13,14,5,5,1,1,0.8000000000000002,0.8333333333333333
shipped,7416,SEG,5,0.8866340097970609,0.9227967953386744,0.9576719576719577,,4,5,203.3380951166243,207.095454429505,6.549453953090743,6.165945537687246,9,10,3,3,1,1,1.0,0.7999999999999999
shipped,7416,GRAPH7,0,0.8866340097970609,0.9227967953386744,0.9576719576719577,171.0,4,5,209.25,216.92388155425118,6.566624039503895,6.15401359312993,13,14,5,5,1,1,0.8000000000000002,0.8333333333333333
shipped,7416,GRAPH7,5,0.8866340097970609,0.9227967953386744,0.9576719576719577,171.0,4,5,203.75,207.095454429505,6.57517094609173,6.165945537687246,9,10,3,3,1,1,1.0,0.7999999999999999
clean_base,7749,SEG,0,0.9014423076923077,0.9404388714733543,0.9560229445506692,,5,5,307.492424049175,323.3919189857866,5.45773038564305,5.11283909273682,15,22,5,8,0,1,0.7692307692307693,0.7878787878787877
clean_base,7749,SEG,5,0.9014423076923077,0.9404388714733543,0.9560229445506692,,5,5,303.0782104868018,312.73506473629425,5.4540143563181775,5.167347866386885,13,15,4,5,0,1,0.888888888888889,1.0
clean_base,7749,GRAPH7,0,0.9014423076923077,0.9404388714733543,0.9560229445506692,221.0,5,5,307.75,323.3919189857866,5.453246074235457,5.11283909273682,15,22,5,8,0,1,0.7692307692307693,0.7878787878787877
clean_base,7749,GRAPH7,5,0.9014423076923077,0.9404388714733543,0.9560229445506692,221.0,5,5,303.25,312.73506473629425,5.441422850275224,5.167347866386885,13,15,4,5,0,1,0.888888888888889,1.0
clean_base,7902,SEG,0,0.9042081949058693,0.9444765760555234,0.9549707602339181,,6,6,270.0782104868018,293.32085117392114,6.091957474568274,5.809985544970214,8,18,1,6,0,0,0.2857142857142857,0.5806451612903226
clean_base,7902,SEG,5,0.9042081949058693,0.9444765760555234,0.9549707602339181,,6,6,270.0782104868018,272.0071426749364,6.091957474568274,5.873623510341042,8,10,1,2,0,0,0.6666666666666666,0.7407407407407408
clean_base,7902,GRAPH7,0,0.9042081949058693,0.9444765760555234,0.9549707602339181,174.0,6,6,270.0,293.32085117392114,6.03323083260774,5.809985544970214,8,18,1,6,0,0,0.2857142857142857,0.5806451612903226
clean_base,7902,GRAPH7,5,0.9042081949058693,0.9444765760555234,0.9549707602339181,174.0,6,6,270.0,272.0071426749364,6.03323083260774,5.873623510341042,8,10,1,2,0,0,0.6666666666666666,0.7407407407407408
clean_base,7421,SEG,0,0.8994111874386653,0.9285714285714286,0.9662625197680548,,5,6,276.03657992645924,287.1787155501902,7.246022489169407,6.85534498236975,11,14,3,4,0,0,0.5714285714285715,0.6896551724137931
clean_base,7421,SEG,5,0.8994111874386653,0.9285714285714286,0.9662625197680548,,5,6,276.03657992645924,273.6934341759516,7.246022489169407,6.9100575455299005,11,10,3,2,0,0,0.8,0.8148148148148148
clean_base,7421,GRAPH7,0,0.8994111874386653,0.9285714285714286,0.9662625197680548,195.0,5,6,276.0,287.1787155501902,7.257889529205712,6.85534498236975,11,14,3,4,0,0,0.5714285714285715,0.6896551724137931
clean_base,7421,GRAPH7,5,0.8994111874386653,0.9285714285714286,0.9662625197680548,195.0,5,6,276.0,273.6934341759516,7.257889529205712,6.9100575455299005,11,10,3,2,0,0,0.8,0.8148148148148148
clean_base,7466,SEG,0,0.8928571428571429,0.9255533199195171,0.9619406106231703,,4,4,325.42135623730957,354.94826817189073,7.302967871053765,6.95093631576388,20,27,9,12,3,1,0.5714285714285715,0.6666666666666667
clean_base,7466,SEG,5,0.8928571428571429,0.9255533199195171,0.9619406106231703,,4,4,321.17871555019025,338.4629867976521,7.293947860417839,7.021497474350097,18,15,8,6,3,1,0.5714285714285715,0.7826086956521738
clean_base,7466,GRAPH7,0,0.8928571428571429,0.9255533199195171,0.9619406106231703,252.0,4,4,325.5,354.94826817189073,7.27590223248229,6.95093631576388,20,27,9,12,3,1,0.5714285714285715,0.6666666666666667
clean_base,7466,GRAPH7,5,0.8928571428571429,0.9255533199195171,0.9619406106231703,252.0,4,4,321.25,338.4629867976521,7.266322728943143,7.021497474350097,18,15,8,6,3,1,0.5714285714285715,0.7826086956521738
clean_base,7669,SEG,0,0.8302193338748984,0.8609941027801179,0.9587242026266416,,4,5,204.26702730475878,219.16652224137047,5.8092566218504995,4.912095561968503,10,15,3,6,0,2,0.4444444444444444,0.8695652173913043
clean_base,7669,SEG,5,0.8302193338748984,0.8609941027801179,0.9587242026266416,,4,5,203.26702730475878,214.75230867899737,5.809162310172193,4.8963191124234795,8,13,2,5,0,2,0.5714285714285715,0.8571428571428572
clean_base,7669,GRAPH7,0,0.8302193338748984,0.8609941027801179,0.9587242026266416,160.0,4,5,204.25,219.16652224137047,5.8832748511942565,4.912095561968503,10,15,3,6,0,2,0.4444444444444444,0.8695652173913043
clean_base,7669,GRAPH7,5,0.8302193338748984,0.8609941027801179,0.9587242026266416,160.0,4,5,203.25,214.75230867899737,5.8863905946195665,4.8963191124234795,8,13,2,5,0,2,0.5714285714285715,0.8571428571428572
clean_base,7907,SEG,0,0.9021249195106246,0.9302788844621513,0.9675414364640884,,5,5,223.48023074035524,232.23759005323598,6.671747715687641,6.204773890829121,11,9,3,2,0,0,0.4,0.8
clean_base,7907,SEG,5,0.9021249195106246,0.9302788844621513,0.9675414364640884,,5,5,217.23759005323595,228.23759005323598,6.677035488356084,6.231432751649239,7,7,1,1,0,0,1.0,0.9090909090909091
clean_base,7907,GRAPH7,0,0.9021249195106246,0.9302788844621513,0.9675414364640884,173.0,5,5,223.75,232.23759005323598,6.696683911151478,6.204773890829121,11,9,3,2,0,0,0.4,0.8
clean_base,7907,GRAPH7,5,0.9021249195106246,0.9302788844621513,0.9675414364640884,173.0,5,5,217.5,228.23759005323598,6.699462184460428,6.231432751649239,7,7,1,1,0,0,1.0,0.9090909090909091
clean_base,7653,SEG,0,0.8716608594657376,0.9493991144845034,0.9141291108404385,,4,4,242.89444430272826,253.37972567696687,6.547415673246103,6.465562146658278,6,11,1,3,0,0,0.5,0.761904761904762
clean_base,7653,SEG,5,0.8716608594657376,0.9493991144845034,0.9141291108404385,,4,4,242.89444430272826,243.96551211459374,6.547415673246103,6.530097199888001,6,6,1,1,0,0,1.0,0.8888888888888888
clean_base,7653,GRAPH7,0,0.8716608594657376,0.9493991144845034,0.9141291108404385,154.0,4,4,242.75,253.37972567696687,6.530857363202054,6.465562146658278,6,11,1,3,0,0,0.5,0.761904761904762
clean_base,7653,GRAPH7,5,0.8716608594657376,0.9493991144845034,0.9141291108404385,154.0,4,4,242.75,243.96551211459374,6.530857363202054,6.530097199888001,6,6,1,1,0,0,1.0,0.8888888888888888
clean_base,7251,SEG,0,0.8532110091743119,0.9090225563909774,0.9328703703703703,,4,4,278.9360748630709,292.5218613006978,4.969545844939506,4.535192052871718,12,16,4,6,0,1,0.6,0.9600000000000001
clean_base,7251,SEG,5,0.8532110091743119,0.9090225563909774,0.9328703703703703,,4,4,275.5218613006978,286.6934341759516,4.972797939519584,4.540674738576738,10,13,3,5,0,1,0.5,0.9090909090909091
clean_base,7251,GRAPH7,0,0.8532110091743119,0.9090225563909774,0.9328703703703703,191.0,4,4,279.0,292.5218613006978,4.959188239623457,4.535192052871718,12,16,4,6,0,1,0.6,0.9600000000000001
clean_base,7251,GRAPH7,5,0.8532110091743119,0.9090225563909774,0.9328703703703703,191.0,4,4,275.5,286.6934341759516,4.961845803466224,4.540674738576738,10,13,3,5,0,1,0.5,0.9090909090909091
clean_base,7342,SEG,0,0.8384180790960452,0.9010321797207043,0.9234598630989421,,4,4,288.97770542341357,312.048773235279,5.770787995977769,5.383558772387866,13,20,5,8,1,1,0.6153846153846154,0.7692307692307692
clean_base,7342,SEG,5,0.8384180790960452,0.9010321797207043,0.9234598630989421,,4,4,283.56349186104046,299.8061325481597,5.733313848615532,5.423371897095238,9,13,3,5,1,1,0.7499999999999999,0.7999999999999999
clean_base,7342,GRAPH7,0,0.8384180790960452,0.9010321797207043,0.9234598630989421,194.0,4,4,289.75,312.048773235279,5.761574739361553,5.383558772387866,13,20,5,8,1,1,0.6153846153846154,0.7692307692307692
clean_base,7342,GRAPH7,5,0.8384180790960452,0.9010321797207043,0.9234598630989421,194.0,4,4,284.25,299.8061325481597,5.734533969146913,5.423371897095238,9,13,3,5,1,1,0.7499999999999999,0.7999999999999999
clean_base,7417,SEG,0,0.8892589508742714,0.9451327433628318,0.9376646180860404,,4,4,184.50966799187808,206.8944443027283,6.138695443781265,5.664348698358264,13,11,4,3,1,1,0.5714285714285715,0.6956521739130435
clean_base,7417,SEG,5,0.8892589508742714,0.9451327433628318,0.9376646180860404,,4,4,165.4386001800126,205.8944443027283,6.112120991912464,5.671285654296366,7,10,2,3,1,1,0.4,0.5555555555555556
