stem,segmenter,ref_s,graph_s,jpeg_s,ref_skeleton_skan_s,ref_descriptors_s,graph_decode_graph_s,graph_descriptors_s,jpeg_decode_s,jpeg_segment_s,jpeg_skeleton_skan_s,jpeg_descriptors_s
7291,Learned,0.004245974938385189,0.004683003993704915,0.26861630205530673,0.003305415972135961,0.0009276759810745716,0.003945652977563441,0.0007355550769716501,0.00016300904098898172,0.26318588899448514,0.004159695003181696,0.0010835180291906
7292,Frangi,0.004965278087183833,0.0015630429843440652,,0.003597825998440385,0.0013536890037357807,0.001328943995758891,0.00023206695914268494,,,,
7293,Learned,0.004484312026761472,0.004170596948824823,0.29406210395973176,0.0036375210620462894,0.0008319529006257653,0.003511339076794684,0.0006573899881914258,0.00019711791537702084,0.2869252860546112,0.004596293903887272,0.0023169610649347305
7294,Learned,0.004598833038471639,0.00433405302464962,0.27876694593578577,0.003682094975374639,0.0009039329597726464,0.003656608983874321,0.000675407936796546,0.00017444195691496134,0.2741381290834397,0.003475214005447924,0.0009586779633536935
7295,Learned,0.004759544972330332,0.005805124994367361,0.2716680179582909,0.0034466240322217345,0.0012996490113437176,0.004839499946683645,0.0009635090827941895,0.0001824329374358058,0.2665030569769442,0.0037332290085032582,0.0012273570755496621
7296,Learned,0.004513090010732412,0.004898310988210142,0.2716648599598557,0.0034494209103286266,0.0010496990289539099,0.004100578953512013,0.0007956840563565493,0.0001751139061525464,0.26676647597923875,0.0036943680606782436,0.0010088569251820445
7297,Learned,0.004337143036536872,0.005135993007570505,0.26334335294086486,0.003305451013147831,0.0010194210335612297,0.00430596899241209,0.0008281790651381016,0.00017031293828040361,0.2585608740337193,0.003542811027728021,0.0010479489574208856
7298,Learned,0.004718858981505036,0.005572051042690873,0.27242313302122056,0.0035466470289975405,0.0011577269760891795,0.0046971580013632774,0.0008729900000616908,0.00017358700279146433,0.2661521630361676,0.004161786055192351,0.001915946020744741
7299,Learned,0.004930399009026587,0.005678517045453191,0.27138834702782333,0.003668359015136957,0.0012480119476094842,0.004686399013735354,0.0009901929879561067,0.0001845590304583311,0.26595641404855996,0.003972411970607936,0.0012538540177047253
7300,Learned,0.004247118020430207,0.00492369697894901,0.27385297091677785,0.003343336982652545,0.000890790019184351,0.004148019012063742,0.0007739359280094504,0.00016179890371859074,0.26921227807179093,0.0035559659590944648,0.0009023160673677921
7301,Learned,0.004073553951457143,0.003944123047403991,0.2727594990283251,0.0032835800666362047,0.000777567969635129,0.003314567031338811,0.0006271520396694541,0.0033479760168120265,0.26461118005681783,0.003688893048092723,0.0010912389261648059
7302,Learned,0.004720189957879484,0.005000523990020156,0.2781736580654979,0.003588574007153511,0.001119453925639391,0.004184887045994401,0.0008137619588524103,0.00017278699669986963,0.27318764908704907,0.0036804539849981666,0.0011124740121886134
7303,Learned,0.005229387083090842,0.006193781970068812,0.2818466629832983,0.0037993750302121043,0.0014170960057526827,0.005175672005861998,0.0010157040087506175,0.00018159300088882446,0.2763135730056092,0.003982310998253524,0.0013482020003721118
7305,Learned,0.004266939009539783,0.004759996896609664,0.274657737929374,0.003262785030528903,0.0009915349073708057,0.0039943549782037735,0.0007637689122930169,0.0001547359861433506,0.26985705900005996,0.0036742070224136114,0.0009518030565232038
7306,Learned,0.004368752008304,0.004511025967076421,0.28280066803563386,0.003331703948788345,0.001024757046252489,0.003763734013773501,0.0007455369923263788,0.00015879201237112284,0.2776997860055417,0.0037288389867171645,0.0011931670596823096
