stem,ref_width,dt_none,profile_none,dt_dilate1,profile_dilate1,dt_dilate2,profile_dilate2,dt_erode1,profile_erode1
7594,4.9919704835413725,5.243091833867205,5.937994060412925,6.9788388807602235,6.596490926566335,8.726278387426552,6.012501370654671,3.5945884077689367,5.2043889010287705
7595,6.013102913559205,6.021261228378502,6.620457736438454,7.771822361745447,5.711903423830835,9.593549606988391,7.068137304051803,4.367227918745098,6.727411052597565
7601,6.171415849920484,6.394556890025308,5.968544639633025,8.18125784342434,5.628813846686931,10.060643688258008,5.99492277509519,4.7593522681557765,6.488099476710858
7604,5.584507439011519,5.51176944962336,5.226774440479974,7.323753213072898,5.111066064948048,8.450280322967028,5.378147636897361,3.9698286993847867,5.160775295993238
7610,6.788692390604829,7.1805368586452945,8.59216097652802,8.992967249198793,7.692418720325845,10.87226268937222,7.5812626510510945,5.526260227177646,8.33279515026968
7621,5.79658047733401,5.782701148084925,5.908359201702182,7.6940190133710225,6.031403832340628,9.868642301685492,6.318599513779613,4.198757809778672,6.006519874429583
7626,5.536197810036267,5.349893447041867,5.9726489316247875,7.106184831561006,5.345334930517105,8.833759115134987,5.598070541084933,3.5414089808627844,5.860109769187073
7629,4.76609423423099,4.90272300814747,4.5915422440337545,6.677351827710714,4.467368724355808,8.527343990867633,4.536108277844089,3.179822380433563,4.360816001392928
7632,6.598782869130926,6.8087334109616044,7.564129778956235,8.912653632244202,7.199079749652378,10.689817040608641,7.1957480767130795,5.121780548631707,7.653665218086542
7636,5.200089085559719,5.256451826195401,6.838476265125542,6.89040588113971,6.858909230112019,8.954902353699667,7.125399682731395,3.7108222596988862,6.441646419058787
7638,5.826456024468072,5.965633594631504,6.470124235379109,7.61361125066249,6.631511956519148,9.407324225982414,7.21568983718778,4.319896058631527,6.704497151584581
7640,4.7827120030506505,5.066265825102277,5.5203331331392755,6.954986015233629,5.769377996106314,8.268210416730298,5.176760553742306,3.41470947824917,4.83587403014342
7645,5.474853658178361,5.63127468956139,6.408973005508673,7.4047337715718236,7.265910725118125,9.831840458161855,9.24486206611007,3.96133063899748,6.882255334638929
7649,5.392965977668054,5.867728500588275,6.155225215602886,7.724499952433599,6.346256880704698,9.09641876459048,6.587413768084769,4.240289446007891,5.455035712070619
7657,4.989843304885208,5.417612699109133,5.152551575579527,7.138589427117853,5.198492510493349,9.044680903899907,5.3143221521083435,3.682065184845007,5.300167225806302
7658,6.886146774194168,7.195729084838089,7.575887467498205,9.108482171431847,7.327036816424729,11.080484868745003,10.07372097235366,5.518282960554056,7.658331278326046
7661,6.105368300658547,6.352794825381177,6.7139156969278755,8.021610189455952,7.630295347388509,9.655636259794706,7.750825401918195,4.760605460742125,6.659556683112044
7665,5.856631156063059,6.06515360309271,5.6058040942660385,7.8464160798025695,5.786138765990875,9.575674988795752,5.972206787775677,4.446622725336883,5.607637268182412
7667,5.239524738072518,5.374987956011567,5.50964104290316,6.961564530433566,7.1757091374264315,8.924844588529245,5.943238942429813,3.6535886186479813,5.7798153887218495
7672,5.586598883691737,5.567988629331824,6.696979141226471,7.377376148663245,6.08689338032711,9.227069475278164,6.60804523138254,4.038429396042962,5.273950330845808
7677,6.647711599197144,7.0620120598774525,8.324150624886999,8.983061386985169,9.5253594910255,10.96940716450285,9.550288889496931,5.566729443119871,10.548980970596746
7681,5.367714742703503,5.36737753283405,5.321060933162102,7.241251263225273,5.732930330800318,9.389883710235667,6.59319378070035,3.669279905603815,5.457596527147279
7682,5.790362792176927,5.892538709697652,6.488938964346141,7.556582030504591,7.312430985890441,10.17919630403621,7.599500960889803,4.153759505658644,6.972857491194832
7697,5.539871193649483,5.63741916967579,6.265716056408627,7.51315586473191,5.935796252241103,9.36220599403281,6.017219431123569,4.026676616403288,6.502952207691344
7700,6.391940211511549,6.516419521625334,7.9348027790433715,8.309646106549472,7.280197781810185,9.871419572403843,7.932640417995155,5.117639266299019,7.7846648572994255
