stem,junction_def,L,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles
7981,degree,10,4,326.3208511739211,5.680533484237767,15,7,3,11,13,0
7984,t10,0,4,180.09545442950503,4.538177404449737,10,3,0,3,11,0
7984,degree,0,4,180.09545442950503,4.538177404449737,10,3,0,3,11,0
7984,degree,2,4,178.68124086713192,4.545204859348557,8,2,0,3,11,0
7984,degree,5,4,169.02438661763955,4.608425028636353,4,0,0,3,11,0
7984,degree,10,4,169.02438661763955,4.608425028636353,4,0,0,3,11,0
7985,t10,0,5,236.37972567696684,4.386102753029525,9,2,1,3,11,0
7985,degree,0,5,236.37972567696684,4.386102753029525,9,2,1,3,11,0
7985,degree,2,5,236.37972567696684,4.386102753029525,9,2,1,3,11,0
7985,degree,5,5,230.96551211459376,4.3883125250926245,6,1,1,3,11,0
7985,degree,10,5,230.96551211459376,4.3883125250926245,6,1,1,3,11,0
7987,t10,0,4,309.0071426749364,5.546393142386322,18,8,3,9,11,0
7987,degree,0,4,309.0071426749364,5.546393142386322,18,8,3,9,11,0
7987,degree,2,4,307.5929291125633,5.560793898895424,17,8,3,9,11,0
7987,degree,5,4,295.350288425444,5.5882556923572615,11,5,3,9,11,0
7987,degree,10,4,286.52186130069776,5.627028522056831,9,4,3,9,11,0
7994,t10,0,4,258.13708498984755,5.227455791336756,17,7,1,7,13,0
7994,degree,0,4,258.13708498984755,5.227455791336756,17,7,1,7,13,0
7994,degree,2,4,256.13708498984755,5.249422483534244,13,5,1,7,13,0
7994,degree,5,4,250.3086578651014,5.279032670875497,11,4,1,7,13,0
7994,degree,10,4,238.23759005323592,5.132819189332671,9,3,1,7,13,0
7998,t10,0,5,273.27922061357856,6.117901041286266,13,4,0,4,14,0
7998,degree,0,5,273.27922061357856,6.117901041286266,13,4,0,4,14,0
7998,degree,2,5,273.27922061357856,6.117901041286266,13,4,0,4,14,0
7998,degree,5,5,258.208152801713,6.183525311795897,7,1,0,4,14,0
7998,degree,10,5,258.208152801713,6.183525311795897,7,1,0,4,14,0
