stem,setting,param,value,junction_def,L,payload_bytes,fg_psnr,n_points,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles
7773,spur_min_length=0,graph.spur_min_length,0,degree,5,2213,29.0183718246682,289,5,250.9832947304901,5.165765381095097,9,2,0,10,13,0
7773,spur_min_length=0,graph.spur_min_length,0,degree,10,2213,29.0183718246682,289,5,243.40680350794858,4.989993111816405,7,1,0,10,13,0
7775,spur_min_length=0,graph.spur_min_length,0,t10,0,2062,27.934383716155914,254,4,198.32531276558444,5.842143915824772,9,3,1,9,9,0
7775,spur_min_length=0,graph.spur_min_length,0,degree,0,2062,27.934383716155914,254,4,198.32531276558444,5.842143915824772,9,3,1,9,9,0
7775,spur_min_length=0,graph.spur_min_length,0,degree,2,2062,27.934383716155914,254,4,198.32531276558444,5.842143915824772,9,3,1,9,9,0
7775,spur_min_length=0,graph.spur_min_length,0,degree,5,2062,27.934383716155914,254,4,191.96613916246702,5.8310905694294854,5,1,1,9,9,0
7775,spur_min_length=0,graph.spur_min_length,0,degree,10,2062,27.934383716155914,254,4,185.80386150229862,5.824615222463945,4,0,1,9,9,0
7781,spur_min_length=0,graph.spur_min_length,0,t10,0,2420,28.575545160167795,304,4,263.0920155923872,6.958350722130403,15,6,1,19,12,0
7781,spur_min_length=0,graph.spur_min_length,0,degree,0,2420,28.575545160167795,304,4,263.0920155923872,6.958350722130403,15,6,1,19,12,0
7781,spur_min_length=0,graph.spur_min_length,0,degree,2,2420,28.575545160167795,304,4,263.0920155923872,6.958350722130403,15,6,1,19,12,0
7781,spur_min_length=0,graph.spur_min_length,0,degree,5,2420,28.575545160167795,304,4,250.69366995471904,7.023591005642523,11,4,1,19,12,0
7781,spur_min_length=0,graph.spur_min_length,0,degree,10,2420,28.575545160167795,304,4,250.69366995471904,7.023591005642523,11,4,1,19,12,0
7804,spur_min_length=0,graph.spur_min_length,0,t10,0,2265,28.238597649325634,289,4,238.78737195679622,5.499265852290522,7,2,0,8,9,0
7804,spur_min_length=0,graph.spur_min_length,0,degree,0,2265,28.238597649325634,289,4,238.78737195679622,5.499265852290521,6,1,0,8,9,0
7804,spur_min_length=0,graph.spur_min_length,0,degree,2,2265,28.238597649325634,289,4,238.78737195679622,5.499265852290521,6,1,0,8,9,0
7804,spur_min_length=0,graph.spur_min_length,0,degree,5,2265,28.238597649325634,289,4,236.55130397929642,5.482716543540352,4,0,0,8,9,0
7804,spur_min_length=0,graph.spur_min_length,0,degree,10,2265,28.238597649325634,289,4,236.55130397929642,5.482716543540352,4,0,0,8,9,0
7807,spur_min_length=0,graph.spur_min_length,0,t10,0,2564,28.99250015133623,307,5,286.629316494579,7.128948901991157,15,5,1,23,14,0
7807,spur_min_length=0,graph.spur_min_length,0,degree,0,2564,28.99250015133623,307,5,286.629316494579,7.128948901991157,15,5,1,23,14,0
7807,spur_min_length=0,graph.spur_min_length,0,degree,2,2564,28.99250015133623,307,5,286.629316494579,7.128948901991157,15,5,1,23,14,0
7807,spur_min_length=0,graph.spur_min_length,0,degree,5,2564,28.99250015133623,307,5,280.7876972416152,7.119686275447046,12,4,1,23,14,0
7807,spur_min_length=0,graph.spur_min_length,0,degree,10,2564,28.99250015133623,307,5,275.6886777280224,7.108028263200524,12,4,1,23,14,0
7813,spur_min_length=0,graph.spur_min_length,0,t10,0,2242,28.56119578417857,284,4,228.84117447558242,6.447270005056734,10,3,0,11,11,0
7813,spur_min_length=0,graph.spur_min_length,0,degree,0,2242,28.56119578417857,284,4,228.84117447558242,6.447270005056734,10,3,0,11,11,0
7813,spur_min_length=0,graph.spur_min_length,0,degree,2,2242,28.56119578417857,284,4,228.84117447558242,6.447270005056734,10,3,0,11,11,0
7813,spur_min_length=0,graph.spur_min_length,0,degree,5,2242,28.56119578417857,284,4,223.44282883791422,6.458075982107847,8,2,0,11,11,0
7813,spur_min_length=0,graph.spur_min_length,0,degree,10,2242,28.56119578417857,284,4,208.0694486268179,6.420367212224391,4,0,0,11,11,0
7817,spur_min_length=0,graph.spur_min_length,0,t10,0,2228,27.11597935258809,275,4,209.6758460736455,5.581712209598043,8,2,0,8,10,0
7817,spur_min_length=0,graph.spur_min_length,0,degree,0,2228,27.11597935258809,275,4,209.6758460736455,5.581712209598043,8,2,0,8,10,0
7817,spur_min_length=0,graph.spur_min_length,0,degree,2,2228,27.11597935258809,275,4,208.6758460736455,5.567727420053345,6,1,0,8,10,0
7817,spur_min_length=0,graph.spur_min_length,0,degree,5,2228,27.11597935258809,275,4,208.6758460736455,5.567727420053345,6,1,0,8,10,0
7817,spur_min_length=0,graph.spur_min_length,0,degree,10,2228,27.11597935258809,275,4,208.6758460736455,5.567727420053345,6,1,0,8,10,0
7842,spur_min_length=0,graph.spur_min_length,0,t10,0,2402,28.457893391495077,311,6,280.5713615381672,5.476491130576011,10,2,0,7,14,0
7842,spur_min_length=0,graph.spur_min_length,0,degree,0,2402,28.457893391495077,311,6,280.5713615381672,5.476491130576011,10,2,0,7,14,0
7842,spur_min_length=0,graph.spur_min_length,0,degree,2,2402,28.457893391495077,311,6,280.5713615381672,5.476491130576011,10,2,0,7,14,0
7842,spur_min_length=0,graph.spur_min_length,0,degree,5,2402,28.457893391495077,311,6,280.5713615381672,5.476491130576011,10,2,0,7,14,0
7842,spur_min_length=0,graph.spur_min_length,0,degree,10,2402,28.457893391495077,311,6,280.5713615381672,5.476491130576011,10,2,0,7,14,0
7848,spur_min_length=0,graph.spur_min_length,0,t10,0,1066,28.192067948346676,148,2,37.20545982677757,10.673499062182781,2,0,0,0,4,0
7848,spur_min_length=0,graph.spur_min_length,0,degree,0,1066,28.192067948346676,148,2,37.20545982677757,10.673499062182781,2,0,0,0,4,0
7848,spur_min_length=0,graph.spur_min_length,0,degree,2,1066,28.192067948346676,148,2,37.20545982677757,10.673499062182781,2,0,0,0,4,0
7848,spur_min_length=0,graph.spur_min_length,0,degree,5,1066,28.192067948346676,148,2,37.20545982677757,10.673499062182781,2,0,0,0,4,0
7848,spur_min_length=0,graph.spur_min_length,0,degree,10,1066,28.192067948346676,148,2,37.20545982677757,10.673499062182781,2,0,0,0,4,0
7862,spur_min_length=0,graph.spur_min_length,0,t10,0,1888,28.357151785240532,250,4,178.25726016542643,5.870871721513252,7,1,0,5,10,0
7862,spur_min_length=0,graph.spur_min_length,0,degree,0,1888,28.357151785240532,250,4,178.25726016542643,5.870871721513252,7,1,0,5,10,0
7862,spur_min_length=0,graph.spur_min_length,0,degree,2,1888,28.357151785240532,250,4,178.25726016542643,5.870871721513252,7,1,0,5,10,0
7862,spur_min_length=0,graph.spur_min_length,0,degree,5,1888,28.357151785240532,250,4,178.25726016542643,5.870871721513252,7,1,0,5,10,0
7862,spur_min_length=0,graph.spur_min_length,0,degree,10,1888,28.357151785240532,250,4,163.70981769812357,5.837316486571979,4,0,0,5,10,0
7864,spur_min_length=0,graph.spur_min_length,0,t10,0,2541,29.208581958246285,324,4,321.3430556554099,5.68716323107357,19,7,0,22,16,0
7864,spur_min_length=0,graph.spur_min_length,0,degree,0,2541,29.208581958246285,324,4,321.3430556554099,5.68716323107357,19,7,0,22,16,0
7864,spur_min_length=0,graph.spur_min_length,0,degree,2,2541,29.208581958246285,324,4,321.3430556554099,5.68716323107357,19,7,0,22,16,0
7864,spur_min_length=0,graph.spur_min_length,0,degree,5,2541,29.208581958246285,324,4,311.22924524487775,5.6688730978037345,15,5,0,22,16,0
7864,spur_min_length=0,graph.spur_min_length,0,degree,10,2541,29.208581958246285,324,4,290.8916955316902,5.6853084382688435,12,4,0,22,16,0
7819,spur_min_length=0,graph.spur_min_length,0,t10,0,1993,27.75358078698155,263,4,199.2061277679071,5.410249033277665,8,2,0,5,10,0
7819,spur_min_length=0,graph.spur_min_length,0,degree,0,1993,27.75358078698155,263,4,199.2061277679071,5.410249033277665,8,2,0,5,10,0
7819,spur_min_length=0,graph.spur_min_length,0,degree,2,1993,27.75358078698155,263,4,197.791914205534,5.395307299329684,6,1,0,5,10,0
7819,spur_min_length=0,graph.spur_min_length,0,degree,5,1993,27.75358078698155,263,4,197.791914205534,5.395307299329684,6,1,0,5,10,0
7819,spur_min_length=0,graph.spur_min_length,0,degree,10,1993,27.75358078698155,263,4,188.52950868057764,5.368133346622216,6,1,0,5,10,0
7825,spur_min_length=0,graph.spur_min_length,0,t10,0,1923,28.03990709228,262,4,190.00808263345897,5.0442741143321985,7,1,0,6,10,0
7825,spur_min_length=0,graph.spur_min_length,0,degree,0,1923,28.03990709228,262,4,190.00808263345897,5.0442741143321985,7,1,0,6,10,0
7825,spur_min_length=0,graph.spur_min_length,0,degree,2,1923,28.03990709228,262,4,190.00808263345897,5.0442741143321985,7,1,0,6,10,0
7825,spur_min_length=0,graph.spur_min_length,0,degree,5,1923,28.03990709228,262,4,182.72269934767294,5.042478395235697,4,0,0,6,10,0
7825,spur_min_length=0,graph.spur_min_length,0,degree,10,1923,28.03990709228,262,4,177.06584509818055,5.019874676295438,4,0,0,6,10,0
7828,spur_min_length=0,graph.spur_min_length,0,t10,0,2254,27.76730032824976,288,5,230.58433136913783,5.86331163469262,8,2,1,7,10,0
7828,spur_min_length=0,graph.spur_min_length,0,degree,0,2254,27.76730032824976,288,5,230.58433136913783,5.86331163469262,8,2,1,7,10,0
7828,spur_min_length=0,graph.spur_min_length,0,degree,2,2254,27.76730032824976,288,5,230.58433136913783,5.86331163469262,8,2,1,7,10,0
7828,spur_min_length=0,graph.spur_min_length,0,degree,5,2254,27.76730032824976,288,5,228.58433136913783,5.8446166668222554,6,1,1,7,10,0
7828,spur_min_length=0,graph.spur_min_length,0,degree,10,2254,27.76730032824976,288,5,228.58433136913783,5.8446166668222554,6,1,1,7,10,0
7830,spur_min_length=0,graph.spur_min_length,0,t10,0,2151,28.193115794161656,284,5,221.96964878552959,5.3843590164037725,7,1,0,3,11,0
7830,spur_min_length=0,graph.spur_min_length,0,degree,0,2151,28.193115794161656,284,5,221.96964878552959,5.3843590164037725,7,1,0,3,11,0
7830,spur_min_length=0,graph.spur_min_length,0,degree,2,2151,28.193115794161656,284,5,220.96964878552959,5.380441550867877,5,0,0,3,11,0
7830,spur_min_length=0,graph.spur_min_length,0,degree,5,2151,28.193115794161656,284,5,217.80737112536121,5.367816701471395,5,0,0,3,11,0
7830,spur_min_length=0,graph.spur_min_length,0,degree,10,2151,28.193115794161656,284,5,217.80737112536121,5.367816701471395,5,0,0,3,11,0
7867,spur_min_length=0,graph.spur_min_length,0,t10,0,2520,28.016449676345808,302,4,245.8473522289671,6.324593830708472,12,3,0,22,13,0
7867,spur_min_length=0,graph.spur_min_length,0,degree,0,2520,28.016449676345808,302,4,245.8473522289671,6.324593830708472,12,3,0,22,13,0
7867,spur_min_length=0,graph.spur_min_length,0,degree,2,2520,28.016449676345808,302,4,242.0189251042209,6.347716969587769,7,1,0,22,13,0
7867,spur_min_length=0,graph.spur_min_length,0,degree,5,2520,28.016449676345808,302,4,239.7828571267211,6.355622258532911,7,1,0,22,13,0
7867,spur_min_length=0,graph.spur_min_length,0,degree,10,2520,28.016449676345808,302,4,239.7828571267211,6.355622258532911,7,1,0,22,13,0
7873,spur_min_length=0,graph.spur_min_length,0,t10,0,2024,27.38363486339374,251,4,195.58517942778792,5.449395324161939,8,2,0,7,10,0
7873,spur_min_length=0,graph.spur_min_length,0,degree,0,2024,27.38363486339374,251,4,195.58517942778792,5.449395324161939,8,2,0,7,10,0
7873,spur_min_length=0,graph.spur_min_length,0,degree,2,2024,27.38363486339374,251,4,195.58517942778792,5.449395324161939,8,2,0,7,10,0
7873,spur_min_length=0,graph.spur_min_length,0,degree,5,2024,27.38363486339374,251,4,195.58517942778792,5.449395324161939,8,2,0,7,10,0
7873,spur_min_length=0,graph.spur_min_length,0,degree,10,2024,27.38363486339374,251,4,188.26062410745115,5.488988832406333,6,1,0,7,10,0
7881,spur_min_length=0,graph.spur_min_length,0,t10,0,1843,28.221570731947978,255,4,185.48838961332325,5.178392667452098,6,1,0,1,9,0
7881,spur_min_length=0,graph.spur_min_length,0,degree,0,1843,28.221570731947978,255,4,185.48838961332325,5.178392667452098,6,1,0,1,9,0
7881,spur_min_length=0,graph.spur_min_length,0,degree,2,1843,28.221570731947978,255,4,185.48838961332325,5.178392667452098,6,1,0,1,9,0
7881,spur_min_length=0,graph.spur_min_length,0,degree,5,1843,28.221570731947978,255,4,183.25232163582348,5.168367310992819,4,0,0,1,9,0
7881,spur_min_length=0,graph.spur_min_length,0,degree,10,1843,28.221570731947978,255,4,183.25232163582348,5.168367310992819,4,0,0,1,9,0
7885,spur_min_length=0,graph.spur_min_length,0,t10,0,1839,28.547911228554113,237,4,165.46406146791242,6.105999901651855,7,1,0,7,10,0
7885,spur_min_length=0,graph.spur_min_length,0,degree,0,1839,28.547911228554113,237,4,165.46406146791242,6.105999901651855,7,1,0,7,10,0
7885,spur_min_length=0,graph.spur_min_length,0,degree,2,1839,28.547911228554113,237,4,165.46406146791242,6.105999901651855,7,1,0,7,10,0
7885,spur_min_length=0,graph.spur_min_length,0,degree,5,1839,28.547911228554113,237,4,165.46406146791242,6.105999901651855,7,1,0,7,10,0
7885,spur_min_length=0,graph.spur_min_length,0,degree,10,1839,28.547911228554113,237,4,165.46406146791242,6.105999901651855,7,1,0,7,10,0
7903,spur_min_length=0,graph.spur_min_length,0,t10,0,2073,28.612230871889306,272,4,212.7458153287072,5.770210044038043,13,4,0,19,13,0
7903,spur_min_length=0,graph.spur_min_length,0,degree,0,2073,28.612230871889306,272,4,212.7458153287072,5.770210044038043,13,4,0,19,13,0
7903,spur_min_length=0,graph.spur_min_length,0,degree,2,2073,28.612230871889306,272,4,212.7458153287072,5.770210044038043,13,4,0,19,13,0
7903,spur_min_length=0,graph.spur_min_length,0,degree,5,2073,28.612230871889306,272,4,207.5835376685388,5.736827550781228,10,3,0,19,13,0
7903,spur_min_length=0,graph.spur_min_length,0,degree,10,2073,28.612230871889306,272,4,186.0769398501966,5.712007712785759,4,0,0,19,13,0
7904,spur_min_length=0,graph.spur_min_length,0,t10,0,2398,28.135846928883026,311,5,272.7249188950691,5.543488047472862,7,1,0,4,11,0
7904,spur_min_length=0,graph.spur_min_length,0,degree,0,2398,28.135846928883026,311,5,272.7249188950691,5.543488047472862,7,1,0,4,11,0
7904,spur_min_length=0,graph.spur_min_length,0,degree,2,2398,28.135846928883026,311,5,272.7249188950691,5.543488047472862,7,1,0,4,11,0
7904,spur_min_length=0,graph.spur_min_length,0,degree,5,2398,28.135846928883026,311,5,272.7249188950691,5.543488047472862,7,1,0,4,11,0
7904,spur_min_length=0,graph.spur_min_length,0,degree,10,2398,28.135846928883026,311,5,272.7249188950691,5.543488047472862,7,1,0,4,11,0
7908,spur_min_length=0,graph.spur_min_length,0,t10,0,2512,27.531661928632715,320,5,286.43070774578047,4.488558179782897,9,2,0,6,12,0
7908,spur_min_length=0,graph.spur_min_length,0,degree,0,2512,27.531661928632715,320,5,286.43070774578047,4.488558179782897,9,2,0,6,12,0
7908,spur_min_length=0,graph.spur_min_length,0,degree,2,2512,27.531661928632715,320,5,285.43070774578047,4.478007661781522,7,1,0,6,12,0
7908,spur_min_length=0,graph.spur_min_length,0,degree,5,2512,27.531661928632715,320,5,285.43070774578047,4.478007661781522,7,1,0,6,12,0
7908,spur_min_length=0,graph.spur_min_length,0,degree,10,2512,27.531661928632715,320,5,271.24866524777497,4.343822234378014,5,0,0,6,12,0
7910,spur_min_length=0,graph.spur_min_length,0,t10,0,2366,28.31163048897082,289,4,231.62689209361164,7.64305969636446,10,3,0,8,11,0
7910,spur_min_length=0,graph.spur_min_length,0,degree,0,2366,28.31163048897082,289,4,231.62689209361164,7.64305969636446,10,3,0,8,11,0
7910,spur_min_length=0,graph.spur_min_length,0,degree,2,2366,28.31163048897082,289,4,230.2126785312385,7.6516173654223225,8,2,0,8,11,0
7910,spur_min_length=0,graph.spur_min_length,0,degree,5,2366,28.31163048897082,289,4,227.97661055373874,7.660460718755287,8,2,0,8,11,0
7910,spur_min_length=0,graph.spur_min_length,0,degree,10,2366,28.31163048897082,289,4,222.87759104014594,7.709887990971719,6,1,0,8,11,0
7942,spur_min_length=0,graph.spur_min_length,0,t10,0,2349,28.639450086726125,296,4,257.77331294809693,5.503782488054567,9,2,0,10,11,0
7942,spur_min_length=0,graph.spur_min_length,0,degree,0,2349,28.639450086726125,296,4,257.77331294809693,5.503782488054567,9,2,0,10,11,0
7942,spur_min_length=0,graph.spur_min_length,0,degree,2,2349,28.639450086726125,296,4,257.77331294809693,5.503782488054567,9,2,0,10,11,0
7942,spur_min_length=0,graph.spur_min_length,0,degree,5,2349,28.639450086726125,296,4,257.77331294809693,5.503782488054567,9,2,0,10,11,0
7942,spur_min_length=0,graph.spur_min_length,0,degree,10,2349,28.639450086726125,296,4,250.5622103971689,5.4175522791604305,7,1,0,10,11,0
7954,spur_min_length=0,graph.spur_min_length,0,t10,0,2265,28.470314565693204,296,5,261.08614510074403,4.660081564076222,7,1,0,3,11,0
7954,spur_min_length=0,graph.spur_min_length,0,degree,0,2265,28.470314565693204,296,5,261.08614510074403,4.660081564076222,7,1,0,3,11,0
7954,spur_min_length=0,graph.spur_min_length,0,degree,2,2265,28.470314565693204,296,5,261.08614510074403,4.660081564076222,7,1,0,3,11,0
7954,spur_min_length=0,graph.spur_min_length,0,degree,5,2265,28.470314565693204,296,5,261.08614510074403,4.660081564076222,7,1,0,3,11,0
7954,spur_min_length=0,graph.spur_min_length,0,degree,10,2265,28.470314565693204,296,5,261.08614510074403,4.660081564076222,7,1,0,3,11,0
7964,spur_min_length=0,graph.spur_min_length,0,t10,0,2020,28.73582985197734,260,4,197.5635279379287,6.708671388922588,15,5,2,21,12,0
7964,spur_min_length=0,graph.spur_min_length,0,degree,0,2020,28.73582985197734,260,4,197.5635279379287,6.708671388922588,15,5,2,21,12,0
7964,spur_min_length=0,graph.spur_min_length,0,degree,2,2020,28.73582985197734,260,4,195.1493143755556,6.7017547564061175,12,4,2,21,12,0
7964,spur_min_length=0,graph.spur_min_length,0,degree,5,2020,28.73582985197734,260,4,181.95514093807247,6.6853378677750275,7,2,2,21,12,0
7964,spur_min_length=0,graph.spur_min_length,0,degree,10,2020,28.73582985197734,260,4,176.56997613093796,6.584244792649039,6,2,2,21,12,0
7966,spur_min_length=0,graph.spur_min_length,0,t10,0,2100,28.400049337834364,282,4,216.84610481252878,5.054397040805262,10,3,0,12,11,0
7966,spur_min_length=0,graph.spur_min_length,0,degree,0,2100,28.400049337834364,282,4,216.84610481252878,5.054397040805262,10,3,0,12,11,0
7966,spur_min_length=0,graph.spur_min_length,0,degree,2,2100,28.400049337834364,282,4,214.43189125015564,5.046565490711085,6,1,0,12,11,0
7966,spur_min_length=0,graph.spur_min_length,0,degree,5,2100,28.400049337834364,282,4,214.43189125015564,5.046565490711085,6,1,0,12,11,0
7966,spur_min_length=0,graph.spur_min_length,0,degree,10,2100,28.400049337834364,282,4,202.2788975073888,5.000222803068017,4,0,0,12,11,0
7889,spur_min_length=0,graph.spur_min_length,0,t10,0,2448,28.479050455227085,309,4,276.9462933555301,6.138609049962274,8,2,0,7,10,0
7889,spur_min_length=0,graph.spur_min_length,0,degree,0,2448,28.479050455227085,309,4,276.9462933555301,6.138609049962274,8,2,0,7,10,0
7889,spur_min_length=0,graph.spur_min_length,0,degree,2,2448,28.479050455227085,309,4,276.9462933555301,6.138609049962274,8,2,0,7,10,0
7889,spur_min_length=0,graph.spur_min_length,0,degree,5,2448,28.479050455227085,309,4,276.9462933555301,6.138609049962274,8,2,0,7,10,0
7889,spur_min_length=0,graph.spur_min_length,0,degree,10,2448,28.479050455227085,309,4,268.32097724222905,6.149783437222775,6,1,0,7,10,0
7890,spur_min_length=0,graph.spur_min_length,0,t10,0,2196,28.073337183983114,257,4,207.1059294793324,7.11080912896907,10,3,1,8,10,0
7890,spur_min_length=0,graph.spur_min_length,0,degree,0,2196,28.073337183983114,257,4,207.1059294793324,7.11080912896907,10,3,1,8,10,0
7890,spur_min_length=0,graph.spur_min_length,0,degree,2,2196,28.073337183983114,257,4,207.1059294793324,7.11080912896907,10,3,1,8,10,0
7890,spur_min_length=0,graph.spur_min_length,0,degree,5,2196,28.073337183983114,257,4,204.1059294793324,7.13081064189582,9,3,1,8,10,0
7890,spur_min_length=0,graph.spur_min_length,0,degree,10,2196,28.073337183983114,257,4,198.44907522984005,7.106034121731588,7,2,1,8,10,0
7899,spur_min_length=0,graph.spur_min_length,0,t10,0,1829,28.12967786267453,244,5,167.57435216391286,6.181480349766503,7,1,0,4,11,0
7899,spur_min_length=0,graph.spur_min_length,0,degree,0,1829,28.12967786267453,244,5,167.57435216391286,6.181480349766503,7,1,0,4,11,0
7899,spur_min_length=0,graph.spur_min_length,0,degree,2,1829,28.12967786267453,244,5,167.57435216391286,6.181480349766503,7,1,0,4,11,0
7899,spur_min_length=0,graph.spur_min_length,0,degree,5,1829,28.12967786267453,244,5,160.2889688781268,6.2283133439385585,5,0,0,4,11,0
7899,spur_min_length=0,graph.spur_min_length,0,degree,10,1829,28.12967786267453,244,5,160.2889688781268,6.2283133439385585,5,0,0,4,11,0
7902,spur_min_length=0,graph.spur_min_length,0,t10,0,1300,27.33891757116817,173,4,69.70158802236813,7.00352555365477,4,0,0,0,8,0
7902,spur_min_length=0,graph.spur_min_length,0,degree,0,1300,27.33891757116817,173,4,69.70158802236813,7.00352555365477,4,0,0,0,8,0
7902,spur_min_length=0,graph.spur_min_length,0,degree,2,1300,27.33891757116817,173,4,69.70158802236813,7.00352555365477,4,0,0,0,8,0
7902,spur_min_length=0,graph.spur_min_length,0,degree,5,1300,27.33891757116817,173,4,69.70158802236813,7.00352555365477,4,0,0,0,8,0
7902,spur_min_length=0,graph.spur_min_length,0,degree,10,1300,27.33891757116817,173,4,69.70158802236813,7.00352555365477,4,0,0,0,8,0
7934,spur_min_length=0,graph.spur_min_length,0,t10,0,2302,28.42193934949123,292,5,238.26322710806622,5.926009143195412,9,2,0,5,12,0
7934,spur_min_length=0,graph.spur_min_length,0,degree,0,2302,28.42193934949123,292,5,238.26322710806622,5.926009143195412,9,2,0,5,12,0
7934,spur_min_length=0,graph.spur_min_length,0,degree,2,2302,28.42193934949123,292,5,237.26322710806622,5.91094574335732,7,1,0,5,12,0
7934,spur_min_length=0,graph.spur_min_length,0,degree,5,2302,28.42193934949123,292,5,235.0271591305664,5.9005843904054025,7,1,0,5,12,0
7934,spur_min_length=0,graph.spur_min_length,0,degree,10,2302,28.42193934949123,292,5,235.0271591305664,5.9005843904054025,7,1,0,5,12,0
7935,spur_min_length=0,graph.spur_min_length,0,t10,0,2576,28.272869374825614,314,5,283.9042818781358,5.990968637641289,8,2,1,6,10,0
7935,spur_min_length=0,graph.spur_min_length,0,degree,0,2576,28.272869374825614,314,5,283.9042818781358,5.990968637641289,8,2,1,6,10,0
7935,spur_min_length=0,graph.spur_min_length,0,degree,2,2576,28.272869374825614,314,5,283.9042818781358,5.990968637641289,8,2,1,6,10,0
7935,spur_min_length=0,graph.spur_min_length,0,degree,5,2576,28.272869374825614,314,5,283.9042818781358,5.990968637641289,8,2,1,6,10,0
7935,spur_min_length=0,graph.spur_min_length,0,degree,10,2576,28.272869374825614,314,5,275.1364529425034,5.99068083339227,6,1,1,6,10,0
7937,spur_min_length=0,graph.spur_min_length,0,t10,0,2230,28.681906722148,301,4,262.87011643755267,5.691107627814123,13,5,1,14,11,0
7937,spur_min_length=0,graph.spur_min_length,0,degree,0,2230,28.681906722148,301,4,262.87011643755267,5.691107627814123,13,5,1,14,11,0
7937,spur_min_length=0,graph.spur_min_length,0,degree,2,2230,28.681906722148,301,4,261.87011643755267,5.682290690610308,11,4,1,14,11,0
7937,spur_min_length=0,graph.spur_min_length,0,degree,5,2230,28.681906722148,301,4,257.39798048255307,5.6941450832652905,9,3,1,14,11,0
7937,spur_min_length=0,graph.spur_min_length,0,degree,10,2230,28.681906722148,301,4,257.39798048255307,5.6941450832652905,9,3,1,14,11,0
7939,spur_min_length=0,graph.spur_min_length,0,t10,0,2801,27.63622169267173,336,5,313.8441173375381,5.625470734239907,8,2,1,6,10,0
7939,spur_min_length=0,graph.spur_min_length,0,degree,0,2801,27.63622169267173,336,5,313.8441173375381,5.625470734239907,8,2,1,6,10,0
7939,spur_min_length=0,graph.spur_min_length,0,degree,2,2801,27.63622169267173,336,5,313.8441173375381,5.625470734239907,8,2,1,6,10,0
7939,spur_min_length=0,graph.spur_min_length,0,degree,5,2801,27.63622169267173,336,5,313.8441173375381,5.625470734239907,8,2,1,6,10,0
7939,spur_min_length=0,graph.spur_min_length,0,degree,10,2801,27.63622169267173,336,5,313.8441173375381,5.625470734239907,8,2,1,6,10,0
7985,spur_min_length=0,graph.spur_min_length,0,t10,0,2245,27.283280814143712,285,5,225.12350701959986,4.523154285634681,7,1,0,4,11,0
7985,spur_min_length=0,graph.spur_min_length,0,degree,0,2245,27.283280814143712,285,5,225.12350701959986,4.523154285634681,7,1,0,4,11,0
7985,spur_min_length=0,graph.spur_min_length,0,degree,2,2245,27.283280814143712,285,5,224.12350701959986,4.505410293640046,5,0,0,4,11,0
7985,spur_min_length=0,graph.spur_min_length,0,degree,5,2245,27.283280814143712,285,5,224.12350701959986,4.505410293640046,5,0,0,4,11,0
7985,spur_min_length=0,graph.spur_min_length,0,degree,10,2245,27.283280814143712,285,5,224.12350701959986,4.505410293640046,5,0,0,4,11,0
7987,spur_min_length=0,graph.spur_min_length,0,t10,0,1089,27.404367924154034,151,2,48.24771200791767,8.343744690220039,6,2,0,7,6,0
7987,spur_min_length=0,graph.spur_min_length,0,degree,0,1089,27.404367924154034,151,2,48.24771200791767,8.343744690220039,6,2,0,7,6,0
7987,spur_min_length=0,graph.spur_min_length,0,degree,2,1089,27.404367924154034,151,2,48.24771200791767,8.343744690220039,6,2,0,7,6,0
7987,spur_min_length=0,graph.spur_min_length,0,degree,5,1089,27.404367924154034,151,2,43.01164403041788,8.228980478716936,4,1,0,7,6,0
7987,spur_min_length=0,graph.spur_min_length,0,degree,10,1089,27.404367924154034,151,2,38.01164403041788,8.127561618661046,2,0,0,7,6,0
7994,spur_min_length=0,graph.spur_min_length,0,t10,0,2116,28.004508536804416,277,4,222.4302870864506,5.548440152591754,10,3,1,10,10,0
7994,spur_min_length=0,graph.spur_min_length,0,degree,0,2116,28.004508536804416,277,4,222.4302870864506,5.548440152591754,10,3,1,10,10,0
7994,spur_min_length=0,graph.spur_min_length,0,degree,2,2116,28.004508536804416,277,4,221.4302870864506,5.546400865855735,8,2,1,10,10,0
7994,spur_min_length=0,graph.spur_min_length,0,degree,5,2116,28.004508536804416,277,4,218.6018599617044,5.530827839903755,7,2,1,10,10,0
7994,spur_min_length=0,graph.spur_min_length,0,degree,10,2116,28.004508536804416,277,4,200.4581727317069,5.253083155294214,4,0,1,10,10,0
7998,spur_min_length=0,graph.spur_min_length,0,t10,0,2387,27.961472064178075,297,5,247.00975461573015,6.045023823871883,9,2,0,5,12,0
7998,spur_min_length=0,graph.spur_min_length,0,degree,0,2387,27.961472064178075,297,5,247.00975461573015,6.045023823871883,9,2,0,5,12,0
7998,spur_min_length=0,graph.spur_min_length,0,degree,2,2387,27.961472064178075,297,5,247.00975461573015,6.045023823871883,9,2,0,5,12,0
7998,spur_min_length=0,graph.spur_min_length,0,degree,5,2387,27.961472064178075,297,5,244.77368663823034,6.027164634494736,7,1,0,5,12,0
7998,spur_min_length=0,graph.spur_min_length,0,degree,10,2387,27.961472064178075,297,5,236.56258408730238,5.972232067301997,7,1,0,5,12,0
7967,spur_min_length=0,graph.spur_min_length,0,t10,0,2433,28.65398167794362,306,6,276.4227890191109,5.914368634497408,8,1,0,3,13,0
