img,arm,L,n_tubes,bytes,length_endcorr,structure_bytes,seg_iou,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1_3,end_f1_3,junc_f1_5,end_f1_5
240,JPEG,5,7,3006.0,472.4386110312448,235,0.8962053571428571,4,442.0904037956215,6.17529974693401,11,4,1,4,10,0,0.5454545454545454,0.47619047619047616,0.5454545454545454,0.9523809523809523
240,JPEG,10,7,3006.0,462.86018391505564,235,0.8962053571428571,4,435.2619766708753,6.185893907401302,9,3,1,4,10,0,0.7499999999999999,0.4444444444444444,0.7499999999999999,1.0
240,JPEG,auto,7,3006.0,472.4386110312448,235,0.8962053571428571,4,442.0904037956215,6.17529974693401,11,4,1,4,10,0,0.4285714285714285,0.4,0.4285714285714285,0.8
241,TRUE,0,5,,326.17871555019013,178,0.8649695628112894,4,326.17871555019013,4.181947016886758,9,3,1,3,9,0,1.0,1.0,1.0,1.0
241,TRUE,2,5,,326.17871555019013,178,0.8649695628112894,4,326.17871555019013,4.181947016886758,9,3,1,3,9,0,1.0,1.0,1.0,1.0
241,TRUE,5,5,,321.17871555019013,178,0.8649695628112894,4,321.17871555019013,4.179219627120665,5,1,1,3,9,0,1.0,1.0,1.0,1.0
241,TRUE,10,5,,321.17871555019013,178,0.8649695628112894,4,321.17871555019013,4.179219627120665,5,1,1,3,9,0,1.0,1.0,1.0,1.0
241,TRUE,auto,5,,321.17871555019013,178,0.8649695628112894,4,321.17871555019013,4.179219627120665,5,1,1,3,9,0,0.5,0.8750000000000001,0.5,0.8750000000000001
241,REF,0,5,,337.5197620529524,178,0.8649695628112894,4,311.0365799264592,5.496321078214833,9,3,1,3,9,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8888888888888888
241,REF,2,5,,337.5197620529524,178,0.8649695628112894,4,311.0365799264592,5.496321078214833,9,3,1,3,9,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8888888888888888
241,REF,5,5,,330.4073732031083,178,0.8649695628112894,4,306.20815280171297,5.4825142689106805,7,2,1,3,9,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9333333333333333
241,REF,10,5,,317.25836662891254,178,0.8649695628112894,4,297.3797256769668,5.388742362082318,5,1,1,3,9,0,1.0,0.7142857142857143,1.0,1.0
241,REF,auto,5,,337.5197620529524,178,0.8649695628112894,4,306.20815280171297,5.4825142689106805,7,2,1,3,9,0,0.4,0.5882352941176471,0.4,0.9411764705882353
241,SEG,0,5,,325.8220895339347,178,0.8649695628112894,4,300.1370849898475,5.985253636715181,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,SEG,2,5,,325.8220895339347,178,0.8649695628112894,4,300.1370849898475,5.985253636715181,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,SEG,5,5,,325.8220895339347,178,0.8649695628112894,4,300.1370849898475,5.985253636715181,7,2,1,2,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,SEG,10,5,,325.8220895339347,178,0.8649695628112894,4,300.1370849898475,5.985253636715181,7,2,1,2,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,SEG,auto,5,,325.8220895339347,178,0.8649695628112894,4,300.1370849898475,5.985253636715181,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH7,0,5,2523.0,326.1129899837043,178,0.8649695628112894,4,300.25,6.0681354507865795,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH7,2,5,2523.0,326.1129899837043,178,0.8649695628112894,4,300.25,6.0681354507865795,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH7,5,5,2523.0,326.1129899837043,178,0.8649695628112894,4,300.25,6.0681354507865795,7,2,1,2,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,GRAPH7,10,5,2523.0,326.1129899837043,178,0.8649695628112894,4,300.25,6.0681354507865795,7,2,1,2,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,GRAPH7,auto,5,2523.0,326.1129899837043,178,0.8649695628112894,4,300.25,6.0681354507865795,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH6,0,5,2562.0,315.5449602886422,178,0.8649695628112894,4,290.0944464910524,5.942814246746315,7,2,1,7,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH6,2,5,2562.0,315.5449602886422,178,0.8649695628112894,4,290.0944464910524,5.942814246746315,7,2,1,7,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH6,5,5,2562.0,315.5449602886422,178,0.8649695628112894,4,290.0944464910524,5.942814246746315,7,2,1,7,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,GRAPH6,10,5,2562.0,315.5449602886422,178,0.8649695628112894,4,290.0944464910524,5.942814246746315,7,2,1,7,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,GRAPH6,auto,5,2562.0,315.5449602886422,178,0.8649695628112894,4,290.0944464910524,5.942814246746315,7,2,1,7,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH7p,0,5,,327.55272747551203,178,0.8649695628112894,4,300.1370849898476,6.228372708102232,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH7p,2,5,,327.55272747551203,178,0.8649695628112894,4,300.1370849898476,6.228372708102232,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,GRAPH7p,5,5,,327.55272747551203,178,0.8649695628112894,4,300.1370849898476,6.228372708102232,7,2,1,2,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,GRAPH7p,10,5,,327.55272747551203,178,0.8649695628112894,4,300.1370849898476,6.228372708102232,7,2,1,2,8,0,0.6666666666666666,0.7999999999999999,0.6666666666666666,0.9333333333333333
241,GRAPH7p,auto,5,,327.55272747551203,178,0.8649695628112894,4,300.1370849898476,6.228372708102232,7,2,1,2,8,0,0.4,0.823529411764706,0.4,0.9411764705882353
241,JPEG,0,5,2379.0,320.77589641614617,178,0.8649695628112894,4,295.55129855222066,6.016664364788539,7,2,1,2,8,0,0.4,0.5882352941176471,0.4,0.823529411764706
241,JPEG,2,5,2379.0,320.77589641614617,178,0.8649695628112894,4,295.55129855222066,6.016664364788539,7,2,1,2,8,0,0.4,0.5882352941176471,0.4,0.823529411764706
241,JPEG,5,5,2379.0,320.77589641614617,178,0.8649695628112894,4,295.55129855222066,6.016664364788539,7,2,1,2,8,0,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.7999999999999999
241,JPEG,10,5,2379.0,320.77589641614617,178,0.8649695628112894,4,295.55129855222066,6.016664364788539,7,2,1,2,8,0,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.7999999999999999
241,JPEG,auto,5,2379.0,320.77589641614617,178,0.8649695628112894,4,295.55129855222066,6.016664364788539,7,2,1,2,8,0,0.4,0.5882352941176471,0.4,0.823529411764706
243,TRUE,0,7,,497.5168106668144,192,0.8957588145120082,5,497.5168106668144,3.657010715831467,12,4,1,4,12,0,1.0,1.0,1.0,1.0
243,TRUE,2,7,,497.5168106668144,192,0.8957588145120082,5,497.5168106668144,3.657010715831467,12,4,1,4,12,0,1.0,1.0,1.0,1.0
243,TRUE,5,7,,494.51681066681437,192,0.8957588145120082,5,494.51681066681437,3.6686518697271397,10,3,1,4,12,0,1.0,1.0,1.0,1.0
243,TRUE,10,7,,494.51681066681437,192,0.8957588145120082,5,494.51681066681437,3.6686518697271397,10,3,1,4,12,0,1.0,1.0,1.0,1.0
243,TRUE,auto,7,,494.51681066681437,192,0.8957588145120082,5,494.51681066681437,3.6686518697271397,10,3,1,4,12,0,0.8571428571428571,0.9565217391304348,0.8571428571428571,0.9565217391304348
243,REF,0,7,,352.8843776809496,192,0.8957588145120082,4,330.14927829866724,5.810214229540511,7,2,1,2,8,0,0.6666666666666666,0.6,0.6666666666666666,0.8
243,REF,2,7,,352.8843776809496,192,0.8957588145120082,4,330.14927829866724,5.810214229540511,7,2,1,2,8,0,0.6666666666666666,0.6,0.6666666666666666,0.8
243,REF,5,7,,352.8843776809496,192,0.8957588145120082,4,330.14927829866724,5.810214229540511,7,2,1,2,8,0,0.8,0.631578947368421,0.8,0.8421052631578948
243,REF,10,7,,352.8843776809496,192,0.8957588145120082,4,330.14927829866724,5.810214229540511,7,2,1,2,8,0,0.8,0.631578947368421,0.8,0.8421052631578948
243,REF,auto,7,,352.8843776809496,192,0.8957588145120082,4,330.14927829866724,5.810214229540511,7,2,1,2,8,0,0.6666666666666666,0.6,0.6666666666666666,0.8
243,SEG,0,7,,354.40548069619905,192,0.8957588145120082,4,325.97770542341357,6.0325047113889125,12,5,2,5,9,0,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.761904761904762
243,SEG,2,7,,354.40548069619905,192,0.8957588145120082,4,325.97770542341357,6.0325047113889125,12,5,2,5,9,0,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.761904761904762
243,SEG,5,7,,341.89395914816623,192,0.8957588145120082,4,319.97770542341357,6.036161945725955,8,3,2,5,9,0,0.6666666666666666,0.6666666666666665,0.6666666666666666,0.7777777777777778
243,SEG,10,7,,341.89395914816623,192,0.8957588145120082,4,319.97770542341357,6.036161945725955,8,3,2,5,9,0,0.6666666666666666,0.6666666666666665,0.6666666666666666,0.7777777777777778
