dataset,id,q,bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_components_ref,total_length_px_ref,mean_width_px_ref,n_branches_ref,n_junctions_ref,cycle_rank_ref
MITO,MITO_M2_020_y256x512,10,2020,11,422.9898987322332,7.56055282311485,15,2,0,5,940.6660889654818,5.103574105257705,56,27,3
MITO,MITO_M2_020_y256x512,20,2761,9,319.56349186104046,7.465628854712823,11,1,0,5,940.6660889654818,5.103574105257705,56,27,3
UIT,UIT_12_y0x256,1,1169,13,576.5756851698602,7.183184333676618,33,11,2,11,675.6417023478423,7.121831164082381,24,7,2
UIT,UIT_12_y0x256,5,1256,13,785.4995667241114,8.049795340777578,45,18,4,11,675.6417023478423,7.121831164082381,24,7,2
UIT,UIT_12_y0x256,10,1441,13,670.144227664784,7.621885919088535,25,7,4,11,675.6417023478423,7.121831164082381,24,7,2
UIT,UIT_12_y0x256,20,1682,14,645.7716446627535,7.3368051648152095,30,9,3,11,675.6417023478423,7.121831164082381,24,7,2
UIT,UIT_12_y768x512,1,1248,9,451.1614716074872,7.4929432590119305,21,7,2,13,1100.5605332682105,7.3597633917970855,55,23,6
UIT,UIT_12_y768x512,5,1427,7,670.0142853498728,7.503547271545118,27,12,4,13,1100.5605332682105,7.3597633917970855,55,23,6
UIT,UIT_12_y768x512,10,1722,16,956.7077195258246,8.129636806182743,39,13,3,13,1100.5605332682105,7.3597633917970855,55,23,6
UIT,UIT_12_y768x512,20,2261,13,948.8792924010784,7.808809570108936,41,16,4,13,1100.5605332682105,7.3597633917970855,55,23,6
UIT,UIT_20_y512x768,1,1100,1,9.82842712474619,6.199230231937654,1,0,0,5,150.2670273047588,5.779403638016696,5,0,0
UIT,UIT_20_y512x768,5,1099,0,0.0,,0,0,0,5,150.2670273047588,5.779403638016696,5,0,0
UIT,UIT_20_y512x768,10,1104,4,68.79898987322333,5.81852894612368,4,0,0,5,150.2670273047588,5.779403638016696,5,0,0
UIT,UIT_20_y512x768,20,1171,8,218.3380951166243,7.41248552789024,12,2,1,5,150.2670273047588,5.779403638016696,5,0,0
UIT,UIT_33_y256x0,1,1179,13,435.70562748477147,6.8522847847593065,22,5,1,11,489.5584412271571,7.139478340416391,18,4,1
UIT,UIT_33_y256x0,5,1276,12,628.3574311003806,7.275322883560203,25,7,2,11,489.5584412271571,7.139478340416391,18,4,1
UIT,UIT_33_y256x0,10,1454,15,637.3990616607231,6.948097178189632,26,6,1,11,489.5584412271571,7.139478340416391,18,4,1
UIT,UIT_33_y256x0,20,1690,14,524.4579361637686,6.726386136108518,19,3,1,11,489.5584412271571,7.139478340416391,18,4,1
HUMAN,HUMAN_1b_y768x512,1,1116,2,68.2842712474619,8.402357777007902,4,1,0,1,60.87005768508881,6.999816314928865,6,3,2
HUMAN,HUMAN_1b_y768x512,5,1135,2,89.18376618407356,11.20896744770517,4,1,0,1,60.87005768508881,6.999816314928865,6,3,2
HUMAN,HUMAN_1b_y768x512,10,1170,1,76.45584412271569,13.069750690816068,1,0,0,1,60.87005768508881,6.999816314928865,6,3,2
HUMAN,HUMAN_1b_y768x512,20,1237,1,96.42640687119282,11.00742734671194,2,1,1,1,60.87005768508881,6.999816314928865,6,3,2
HUMAN,HUMAN_3b_y0x512,1,1127,7,170.9827560572969,6.946778267926065,9,1,0,3,350.63455967290594,4.996324822140847,26,15,7
HUMAN,HUMAN_3b_y0x512,5,1170,3,316.6223663640862,8.734248849852637,25,13,4,3,350.63455967290594,4.996324822140847,26,15,7
HUMAN,HUMAN_3b_y0x512,10,1281,2,312.237590053236,8.738102137624326,19,11,5,3,350.63455967290594,4.996324822140847,26,15,7
HUMAN,HUMAN_3b_y0x512,20,1457,3,396.70562748477147,8.340912417974634,29,17,8,3,350.63455967290594,4.996324822140847,26,15,7
HUMAN,HUMAN_4b_y512x256,1,1235,11,503.94826817189073,7.915696571825203,20,5,1,12,1429.8569978244918,5.3478077505819055,77,36,11
HUMAN,HUMAN_4b_y512x256,5,1449,12,611.3036072312182,7.780895079692252,27,8,1,12,1429.8569978244918,5.3478077505819055,77,36,11
HUMAN,HUMAN_4b_y512x256,10,1797,18,839.5117600329312,7.430838412372604,35,10,4,12,1429.8569978244918,5.3478077505819055,77,36,11
HUMAN,HUMAN_4b_y512x256,20,2349,16,975.352380466497,7.279791772311037,44,17,6,12,1429.8569978244918,5.3478077505819055,77,36,11
CBMI,CBMI_004t01_h128_w384,1,1233,13,546.8599564173221,8.318599610494948,17,2,0,15,903.8498551495552,8.861347460374853,28,8,5
CBMI,CBMI_004t01_h128_w384,5,1417,14,1034.9625535217633,8.137731129640407,31,10,3,15,903.8498551495552,8.861347460374853,28,8,5
CBMI,CBMI_004t01_h128_w384,10,1747,15,1034.6194077712557,8.083352848449351,35,12,4,15,903.8498551495552,8.861347460374853,28,8,5
CBMI,CBMI_004t01_h128_w384,20,2394,17,1013.6194077712559,8.058087296153602,27,6,2,15,903.8498551495552,8.861347460374853,28,8,5
CBMI,CBMI_Captured_CSU488_4_h128_w640,1,1324,15,295.5512985522207,6.855894449055924,22,4,1,13,1249.9331162702406,4.544280276161881,104,55,20
CBMI,CBMI_Captured_CSU488_4_h128_w640,5,1592,8,153.74011537017765,6.781669953073124,10,1,0,13,1249.9331162702406,4.544280276161881,104,55,20
CBMI,CBMI_Captured_CSU488_4_h128_w640,10,2443,18,384.24978336205567,5.861634451255636,18,0,0,13,1249.9331162702406,4.544280276161881,104,55,20
CBMI,CBMI_Captured_CSU488_4_h128_w640,20,5061,8,476.6761902332486,6.170263531827862,17,5,1,13,1249.9331162702406,4.544280276161881,104,55,20
CBMI,CBMI_Captured_CSU488_5_h896_w384,1,1219,2,130.08326112068522,6.576802037809386,6,2,0,15,478.5756851698602,4.3698154474585955,32,11,6
CBMI,CBMI_Captured_CSU488_5_h896_w384,5,1343,4,232.50966799187808,6.929425586576261,15,6,1,15,478.5756851698602,4.3698154474585955,32,11,6
CBMI,CBMI_Captured_CSU488_5_h896_w384,10,1627,20,513.1198410471445,5.477075756977799,40,11,3,15,478.5756851698602,4.3698154474585955,32,11,6
CBMI,CBMI_Captured_CSU488_5_h896_w384,20,2398,6,388.14927829866735,6.570958507150629,24,10,2,15,478.5756851698602,4.3698154474585955,32,11,6
CBMI,CBMI_cell7_1_h141_w570,1,1256,12,491.13203435596427,7.48981716634107,21,5,1,8,401.1614716074871,6.787357654335685,13,3,2
CBMI,CBMI_cell7_1_h141_w570,5,1409,14,743.0853531617385,7.416511737123435,29,8,2,8,401.1614716074871,6.787357654335685,13,3,2
CBMI,CBMI_cell7_1_h141_w570,10,1674,11,543.4873734152916,7.279784492778793,19,4,2,8,401.1614716074871,6.787357654335685,13,3,2
CBMI,CBMI_cell7_1_h141_w570,20,2697,9,456.61731573020273,7.093934239105435,11,1,1,8,401.1614716074871,6.787357654335685,13,3,2
CBMI,CBMI_mito2_h283_w431,1,1225,11,656.0315292925761,6.926573729459406,35,13,2,11,345.84776310850236,4.865752239345029,13,1,0
CBMI,CBMI_mito2_h283_w431,5,1347,10,526.1736649163068,7.080952945179592,18,4,0,11,345.84776310850236,4.865752239345029,13,1,0
CBMI,CBMI_mito2_h283_w431,10,1527,10,505.75945135393374,6.333540523392083,17,4,1,11,345.84776310850236,4.865752239345029,13,1,0
CBMI,CBMI_mito2_h283_w431,20,1806,8,445.47518010647184,6.5564120973289945,15,4,1,11,345.84776310850236,4.865752239345029,13,1,0
CBMI,CBMI_mito7_h418_w624,1,1245,11,259.9238815542512,6.3694162049472425,18,4,1,9,523.5168106668146,5.565714466963244,27,11,4
CBMI,CBMI_mito7_h418_w624,5,1378,16,624.1736649163068,7.52076192204212,30,8,2,9,523.5168106668146,5.565714466963244,27,11,4
CBMI,CBMI_mito7_h418_w624,10,1622,12,619.1147904132612,7.513028988048162,20,5,2,9,523.5168106668146,5.565714466963244,27,11,4
CBMI,CBMI_mito7_h418_w624,20,1998,9,708.6417023478422,7.756517970913882,29,12,4,9,523.5168106668146,5.565714466963244,27,11,4
MITO,MITO_M2_002_y256x512,1,1406,12,311.5512985522207,6.9466022516122825,18,3,0,23,678.256926036992,4.74165176404954,31,4,0
MITO,MITO_M2_002_y256x512,5,1770,13,272.7228714274745,6.2857440675277445,16,2,1,23,678.256926036992,4.74165176404954,31,4,0
MITO,MITO_M2_002_y256x512,10,2376,19,324.9360748630709,5.891275871009086,19,0,0,23,678.256926036992,4.74165176404954,31,4,0
MITO,MITO_M2_002_y256x512,20,3249,15,267.86500705120545,6.420551074768289,15,0,0,23,678.256926036992,4.74165176404954,31,4,0
MITO,MITO_M2_004_y256x0,1,1165,23,633.6467529817257,6.324798617103899,31,4,0,1,76.49747468305829,7.518627688331889,1,0,0
MITO,MITO_M2_004_y256x0,5,1189,14,559.747258045114,7.1224989320085585,26,7,2,1,76.49747468305829,7.518627688331889,1,0,0
MITO,MITO_M2_004_y256x0,10,1356,18,644.9726547895303,7.218010173354527,30,7,2,1,76.49747468305829,7.518627688331889,1,0,0
MITO,MITO_M2_004_y256x0,20,1670,18,833.1808075912434,7.566177807172352,33,9,3,1,76.49747468305829,7.518627688331889,1,0,0
MITO,MITO_M2_006_y256x256,1,1252,13,394.9360748630709,7.680191000341256,19,3,0,24,864.7077195258244,5.030626910728632,38,7,0
MITO,MITO_M2_006_y256x256,5,1508,20,876.1808075912434,7.4145692787179485,46,13,1,24,864.7077195258244,5.030626910728632,38,7,0
MITO,MITO_M2_006_y256x256,10,2038,18,869.5655839020937,7.680424982319613,45,15,3,24,864.7077195258244,5.030626910728632,38,7,0
MITO,MITO_M2_006_y256x256,20,2903,23,762.3229432149743,7.603946524292774,31,4,0,24,864.7077195258244,5.030626910728632,38,7,0
MITO,MITO_M2_008_y0x0,1,1328,3,175.78174593052026,7.905575802760788,11,4,1,18,638.2274887854693,5.883702950328551,32,7,0
MITO,MITO_M2_008_y0x0,5,1568,12,418.07821048680194,7.838607383617069,16,2,0,18,638.2274887854693,5.883702950328551,32,7,0
MITO,MITO_M2_008_y0x0,10,2030,10,264.75230867899734,8.115033030888897,12,1,0,18,638.2274887854693,5.883702950328551,32,7,0
MITO,MITO_M2_008_y0x0,20,2774,13,370.6639969244288,7.517156965780791,17,2,0,18,638.2274887854693,5.883702950328551,32,7,0
MITO,MITO_M2_009_y512x0,1,1134,4,67.2842712474619,4.763180480212889,4,0,0,2,39.87005768508882,4.968760677292421,2,0,0
MITO,MITO_M2_009_y512x0,5,1170,6,219.61017305526644,6.164547940588628,12,3,0,2,39.87005768508882,4.968760677292421,2,0,0
MITO,MITO_M2_009_y512x0,10,1308,7,304.86500705120545,7.312041554039996,9,1,0,2,39.87005768508882,4.968760677292421,2,0,0
MITO,MITO_M2_009_y512x0,20,1535,9,230.651803615609,6.817982176907747,13,2,0,2,39.87005768508882,4.968760677292421,2,0,0
MITO,MITO_M2_011_y256x256,1,1354,37,883.0264786586927,6.794066727471925,57,12,5,28,1507.9108216936543,5.651734852655281,45,9,2
MITO,MITO_M2_011_y256x256,5,1740,31,1021.7493500861672,7.516245628611782,49,10,2,28,1507.9108216936543,5.651734852655281,45,9,2
MITO,MITO_M2_011_y256x256,10,2501,28,728.7127701597078,7.219788803150413,37,5,1,28,1507.9108216936543,5.651734852655281,45,9,2
MITO,MITO_M2_011_y256x256,20,3639,25,620.4995667241114,7.2715093092662455,31,3,0,28,1507.9108216936543,5.651734852655281,45,9,2
MITO,MITO_M2_012_y512x512,1,1182,22,364.48023074035524,6.084717804924558,25,2,2,4,64.45584412271572,5.294660714651599,4,0,0
MITO,MITO_M2_012_y512x512,5,1264,7,103.35533905932738,6.290747258158991,7,0,0,4,64.45584412271572,5.294660714651599,4,0,0
MITO,MITO_M2_012_y512x512,10,1469,4,93.21320343559643,6.589118293346329,4,0,0,4,64.45584412271572,5.294660714651599,4,0,0
MITO,MITO_M2_012_y512x512,20,1809,8,75.87005768508881,6.000542356853072,8,0,0,4,64.45584412271572,5.294660714651599,4,0,0
MITO,MITO_M2_014_y256x0,1,1199,6,270.19595949289334,7.982007962254476,12,4,2,9,530.7594513539337,7.650063182364498,21,7,2
MITO,MITO_M2_014_y256x0,5,1307,10,367.27922061357856,7.449982363016344,16,3,0,9,530.7594513539337,7.650063182364498,21,7,2
MITO,MITO_M2_014_y256x0,10,1592,10,389.80613254815984,7.313573963650022,19,5,1,9,530.7594513539337,7.650063182364498,21,7,2
MITO,MITO_M2_014_y256x0,20,2078,10,316.0782104868019,7.247684168545381,19,5,1,9,530.7594513539337,7.650063182364498,21,7,2
MITO,MITO_M2_016_y0x512,1,1153,6,126.49747468305833,5.926080804066867,7,1,1,10,223.095454429505,5.471876291880607,10,0,0
MITO,MITO_M2_016_y0x512,5,1214,4,86.84062043356596,5.843285804385483,6,1,0,10,223.095454429505,5.471876291880607,10,0,0
MITO,MITO_M2_016_y0x512,10,1368,14,458.6761902332486,7.475100440985075,25,6,1,10,223.095454429505,5.471876291880607,10,0,0
MITO,MITO_M2_016_y0x512,20,1697,17,519.0315292925759,7.684563024627128,28,6,1,10,223.095454429505,5.471876291880607,10,0,0
MITO,MITO_M2_018_y0x256,1,1194,10,390.3380951166243,7.014666422515549,18,4,1,13,357.17871555019025,6.037865656270833,19,3,1
MITO,MITO_M2_018_y0x256,5,1312,9,417.4213562373095,8.144544466163723,20,6,1,13,357.17871555019025,6.037865656270833,19,3,1
MITO,MITO_M2_018_y0x256,10,1531,8,530.2619766708755,8.095626138349324,19,6,1,13,357.17871555019025,6.037865656270833,19,3,1
MITO,MITO_M2_018_y0x256,20,1910,8,464.7056274847714,8.326894726361893,13,3,1,13,357.17871555019025,6.037865656270833,19,3,1
MITO,MITO_M2_020_y512x256,1,1292,15,1230.76659402887,7.889990466083908,51,19,2,4,1195.7615433949866,6.375742744067536,46,24,6
MITO,MITO_M2_020_y512x256,5,1646,22,934.2813126546315,7.24830140333746,36,8,2,4,1195.7615433949866,6.375742744067536,46,24,6
MITO,MITO_M2_020_y512x256,10,2201,14,676.8010819142763,6.886110328986761,24,5,0,4,1195.7615433949866,6.375742744067536,46,24,6
MITO,MITO_M2_020_y512x256,20,3092,12,563.9310242291876,6.627257484492557,20,4,0,4,1195.7615433949866,6.375742744067536,46,24,6
UIT,UIT_12_y0x512,1,1251,9,806.7422074112307,7.554603210593041,44,20,6,14,1334.8986283848344,7.349095142393789,54,22,4
UIT,UIT_12_y0x512,5,1444,10,1110.063058585152,8.074164591050216,44,18,2,14,1334.8986283848344,7.349095142393789,54,22,4
UIT,UIT_12_y0x512,10,1794,23,1344.7859300126265,7.3815508034893655,62,23,8,14,1334.8986283848344,7.349095142393789,54,22,4
UIT,UIT_12_y0x512,20,2408,21,1316.4966081312814,7.563320609269263,53,18,5,14,1334.8986283848344,7.349095142393789,54,22,4
UIT,UIT_12_y768x768,1,1187,20,686.0315292925759,6.441122147939578,33,8,5,13,649.6417023478423,7.198106521966082,23,6,3
UIT,UIT_12_y768x768,5,1295,10,985.0092347159894,8.654391693894436,36,16,6,13,649.6417023478423,7.198106521966082,23,6,3
UIT,UIT_12_y768x768,10,1472,18,866.4823227814081,7.926736969277574,34,9,3,13,649.6417023478423,7.198106521966082,23,6,3
UIT,UIT_12_y768x768,20,1775,12,564.2152954766494,7.6176241825177105,17,3,1,13,649.6417023478423,7.198106521966082,23,6,3
UIT,UIT_20_y768x0,1,1136,9,245.85281374238573,6.672068388780201,13,2,0,3,309.49242404917504,7.602810824906841,13,6,2
UIT,UIT_20_y768x0,5,1169,7,364.83556979968256,8.045207671465215,15,5,2,3,309.49242404917504,7.602810824906841,13,6,2
UIT,UIT_20_y768x0,10,1245,5,285.37972567696687,7.81581991150713,10,3,1,3,309.49242404917504,7.602810824906841,13,6,2
UIT,UIT_20_y768x0,20,1470,16,562.0609665440988,7.115497974354144,28,7,2,3,309.49242404917504,7.602810824906841,13,6,2
UIT,UIT_33_y256x256,1,1516,34,1535.9524522539969,7.068779465063437,63,18,7,33,2339.2043276571058,6.6701319952430715,82,28,7
UIT,UIT_33_y256x256,5,2020,31,2256.0499987245553,7.512866887922486,78,28,9,33,2339.2043276571058,6.6701319952430715,82,28,7
UIT,UIT_33_y256x256,10,2787,27,2393.6896090313435,7.3493065670828415,85,34,11,33,2339.2043276571058,6.6701319952430715,82,28,7
UIT,UIT_33_y256x256,20,4066,31,2378.6896090313444,7.29250933342965,88,32,8,33,2339.2043276571058,6.6701319952430715,82,28,7
HUMAN,HUMAN_2b_y0x256,1,1237,5,517.19090885901,8.419289697328379,25,12,4,12,718.683332908185,5.020184432206894,52,23,8
HUMAN,HUMAN_2b_y0x256,5,1386,6,521.0904037956217,8.313803294273772,29,13,3,12,718.683332908185,5.020184432206894,52,23,8
HUMAN,HUMAN_2b_y0x256,10,1636,4,438.74725804511405,8.725414425582343,20,9,2,12,718.683332908185,5.020184432206894,52,23,8
HUMAN,HUMAN_2b_y0x256,20,2038,5,511.27416997969516,8.718325349237677,23,10,2,12,718.683332908185,5.020184432206894,52,23,8
HUMAN,HUMAN_3b_y0x768,1,1147,7,189.59797974644667,7.724055336909545,11,2,0,14,727.3696244092002,5.669384716080109,50,22,11
HUMAN,HUMAN_3b_y0x768,5,1195,9,334.0365799264593,8.494805884630827,14,3,1,14,727.3696244092002,5.669384716080109,50,22,11
HUMAN,HUMAN_3b_y0x768,10,1328,10,598.2741699796952,9.047018116094986,30,11,2,14,727.3696244092002,5.669384716080109,50,22,11
HUMAN,HUMAN_3b_y0x768,20,1651,11,779.3107499061547,8.416128246219378,39,17,6,14,727.3696244092002,5.669384716080109,50,22,11
HUMAN,HUMAN_4b_y512x512,1,1314,11,929.2813126546316,8.372138041459788,38,14,1,11,1937.3393206059002,5.243954469671208,104,52,14
HUMAN,HUMAN_4b_y512x512,5,1608,12,874.9676041556468,7.562508190869354,38,16,6,11,1937.3393206059002,5.243954469671208,104,52,14
HUMAN,HUMAN_4b_y512x512,10,2150,9,1521.6093065034893,7.259831527646091,70,34,8,11,1937.3393206059002,5.243954469671208,104,52,14
HUMAN,HUMAN_4b_y512x512,20,3045,11,1661.8519471906084,7.115896662716597,81,39,9,11,1937.3393206059002,5.243954469671208,104,52,14
CBMI,CBMI_Captured_CSU488_1_h128_w640,1,1376,6,94.66904755831214,5.1127923055764075,6,0,0,35,1188.986940139403,5.59985598967514,77,24,8
CBMI,CBMI_Captured_CSU488_1_h128_w640,5,1729,11,171.71067811865473,5.049166876476842,11,0,0,35,1188.986940139403,5.59985598967514,77,24,8
CBMI,CBMI_Captured_CSU488_1_h128_w640,10,2327,10,249.30865786510142,5.825828468256274,16,3,0,35,1188.986940139403,5.59985598967514,77,24,8
CBMI,CBMI_Captured_CSU488_1_h128_w640,20,3498,15,363.6051224213831,5.4561324712460735,21,3,0,35,1188.986940139403,5.59985598967514,77,24,8
CBMI,CBMI_Captured_CSU488_4_h384_w384,1,1398,11,197.95331880577405,5.717067487543239,13,1,0,41,1783.013418798096,4.715834280429356,115,41,14
CBMI,CBMI_Captured_CSU488_4_h384_w384,5,1823,11,207.65180361560908,6.025885139233307,15,2,0,41,1783.013418798096,4.715834280429356,115,41,14
CBMI,CBMI_Captured_CSU488_4_h384_w384,10,2497,14,342.22034611053283,5.896707758538245,19,2,0,41,1783.013418798096,4.715834280429356,115,41,14
CBMI,CBMI_Captured_CSU488_4_h384_w384,20,4274,25,747.6833329081851,5.807185084165366,47,11,0,41,1783.013418798096,4.715834280429356,115,41,14
CBMI,CBMI_Captured_CSU488_6_h384_w640,1,1402,19,1091.636651713959,6.034624419656718,48,16,3,19,1140.9453095790604,4.8773167217988105,55,20,5
CBMI,CBMI_Captured_CSU488_6_h384_w640,5,1665,17,1046.3767670841364,5.474539122547129,36,10,2,19,1140.9453095790604,4.8773167217988105,55,20,5
CBMI,CBMI_Captured_CSU488_6_h384_w640,10,2058,20,992.4062043356594,5.085930412279556,40,11,2,19,1140.9453095790604,4.8773167217988105,55,20,5
CBMI,CBMI_Captured_CSU488_6_h384_w640,20,2656,21,1047.8620484583753,5.196666588313754,40,11,3,19,1140.9453095790604,4.8773167217988105,55,20,5
CBMI,CBMI_cell7_h141_w151,1,1392,14,1147.3351365237938,7.60881855963262,44,17,5,23,1141.1879502661798,5.491169114012892,46,13,3
CBMI,CBMI_cell7_h141_w151,5,1707,13,1292.2295808265221,7.306568219207733,43,16,2,23,1141.1879502661798,5.491169114012892,46,13,3
CBMI,CBMI_cell7_h141_w151,10,2158,15,1400.6265504461921,6.785563197244739,51,20,4,23,1141.1879502661798,5.491169114012892,46,13,3
CBMI,CBMI_cell7_h141_w151,20,3232,12,1387.8275605729693,6.6693943707889565,52,22,5,23,1141.1879502661798,5.491169114012892,46,13,3
CBMI,CBMI_mito2_h423_w724,1,1296,17,700.6589462905454,7.437149779531417,29,7,2,22,839.8792924010781,6.153915930028064,45,12,3
CBMI,CBMI_mito2_h423_w724,5,1528,15,847.5655839020934,7.2870014145440285,37,13,5,22,839.8792924010781,6.153915930028064,45,12,3
CBMI,CBMI_mito2_h423_w724,10,1856,14,918.5777772109134,7.702616540789173,41,15,3,22,839.8792924010781,6.153915930028064,45,12,3
CBMI,CBMI_mito2_h423_w724,20,2367,14,937.5361466505708,7.437854967401078,43,16,3,22,839.8792924010781,6.153915930028064,45,12,3
MITO,MITO_M2_001_y256x0,1,1124,12,283.1665222413705,5.661233247190691,22,5,3,3,190.50966799187808,5.590597131327545,5,1,0
MITO,MITO_M2_001_y256x0,5,1138,8,153.1126983722081,6.066412780239775,8,0,0,3,190.50966799187808,5.590597131327545,5,1,0
MITO,MITO_M2_001_y256x0,10,1213,13,238.36753236814715,6.072390063861225,15,1,0,3,190.50966799187808,5.590597131327545,5,1,0
MITO,MITO_M2_001_y256x0,20,1376,19,557.3452377915606,6.945060084448056,26,4,2,3,190.50966799187808,5.590597131327545,5,1,0
MITO,MITO_M2_002_y512x0,1,1233,15,366.5512985522207,6.684905362513742,21,3,0,21,601.872149726142,5.292036123699193,32,6,1
MITO,MITO_M2_002_y512x0,5,1372,16,379.06601717798213,6.716460036198918,25,5,1,21,601.872149726142,5.292036123699193,32,6,1
MITO,MITO_M2_002_y512x0,10,1685,16,355.10764773832483,7.073870796356532,20,2,0,21,601.872149726142,5.292036123699193,32,6,1
MITO,MITO_M2_002_y512x0,20,2180,16,327.492424049175,7.19103231732893,23,4,2,21,601.872149726142,5.292036123699193,32,6,1
MITO,MITO_M2_004_y256x256,1,1297,13,226.29646455628168,7.007889116437016,13,0,0,11,620.7422074112308,7.259689285724591,29,9,1
MITO,MITO_M2_004_y256x256,5,1473,11,237.095454429505,7.187530125946143,13,1,0,11,620.7422074112308,7.259689285724591,29,9,1
MITO,MITO_M2_004_y256x256,10,1814,11,350.8061325481596,8.100641082356272,13,1,1,11,620.7422074112308,7.259689285724591,29,9,1
MITO,MITO_M2_004_y256x256,20,2401,12,328.6639969244287,8.053155511078073,12,0,0,11,620.7422074112308,7.259689285724591,29,9,1
MITO,MITO_M2_006_y256x512,1,1232,12,315.37972567696687,7.08620302607394,17,3,2,8,1572.5209947489204,5.721343662244413,74,36,6
MITO,MITO_M2_006_y256x512,5,1459,9,853.5828278447966,8.042474814540801,38,15,1,8,1572.5209947489204,5.721343662244413,74,36,6
MITO,MITO_M2_006_y256x512,10,1966,21,903.6488450227786,7.606380082345313,43,12,2,8,1572.5209947489204,5.721343662244413,74,36,6
MITO,MITO_M2_006_y256x512,20,2787,10,557.6295090390225,7.2918500619652535,18,4,0,8,1572.5209947489204,5.721343662244413,74,36,6
MITO,MITO_M2_008_y0x512,1,1110,8,372.43860018001266,6.641846495049853,25,10,4,2,48.21320343559644,6.199756925379829,2,0,0
MITO,MITO_M2_008_y0x512,5,1117,6,148.35533905932738,5.819413012836273,8,1,0,2,48.21320343559644,6.199756925379829,2,0,0
MITO,MITO_M2_008_y0x512,10,1163,9,769.8183258569795,7.10313782092716,35,15,4,2,48.21320343559644,6.199756925379829,2,0,0
MITO,MITO_M2_008_y0x512,20,1275,12,810.3158005400378,6.6104869786416405,33,12,3,2,48.21320343559644,6.199756925379829,2,0,0
MITO,MITO_M2_009_y512x256,1,1331,13,980.3229432149744,8.292245490332627,49,20,4,17,1201.7859300126265,6.746562389893905,76,34,12
MITO,MITO_M2_009_y512x256,5,1700,15,993.7371567773474,8.38274249590064,44,16,4,17,1201.7859300126265,6.746562389893905,76,34,12
MITO,MITO_M2_009_y512x256,10,2451,17,1009.749350086167,7.9669301891630715,49,18,4,17,1201.7859300126265,6.746562389893905,76,34,12
MITO,MITO_M2_009_y512x256,20,3594,19,810.6955262170047,8.552085422733711,40,11,1,17,1201.7859300126265,6.746562389893905,76,34,12
MITO,MITO_M2_011_y256x512,1,1354,22,678.9726547895302,7.1926097717424,35,8,3,7,426.26197667087547,6.25426438249357,22,8,1
MITO,MITO_M2_011_y256x512,5,1722,16,1010.0386719675123,8.162576127187396,43,15,6,7,426.26197667087547,6.25426438249357,22,8,1
MITO,MITO_M2_011_y256x512,10,2429,18,680.4701294725885,8.522119661292333,26,5,2,7,426.26197667087547,6.25426438249357,22,8,1
MITO,MITO_M2_011_y256x512,20,3586,16,652.3868683519034,8.655054400586083,26,5,0,7,426.26197667087547,6.25426438249357,22,8,1
MITO,MITO_M2_013_y0x0,1,1351,6,202.8822509939086,7.844490939335284,10,2,0,16,587.0437226013956,5.8717725853023905,23,4,1
MITO,MITO_M2_013_y0x0,5,1638,18,716.144227664784,8.290160295616113,32,8,2,16,587.0437226013956,5.8717725853023905,23,4,1
MITO,MITO_M2_013_y0x0,10,2215,24,739.8132752230962,7.826929808509209,34,5,0,16,587.0437226013956,5.8717725853023905,23,4,1
MITO,MITO_M2_013_y0x0,20,3131,19,572.445742854949,7.550370719551171,23,2,0,16,587.0437226013956,5.8717725853023905,23,4,1
MITO,MITO_M2_014_y256x256,1,1268,7,179.71067811865476,6.989650710731191,7,0,0,14,447.23253941935263,5.248417373149673,30,8,0
MITO,MITO_M2_014_y256x256,5,1480,10,416.80613254815967,8.170313148056403,14,2,0,14,447.23253941935263,5.248417373149673,30,8,0
MITO,MITO_M2_014_y256x256,10,1894,16,335.7056274847714,7.485177849959859,16,0,0,14,447.23253941935263,5.248417373149673,30,8,0
MITO,MITO_M2_014_y256x256,20,2701,10,258.8355697996826,8.318456021527183,12,1,0,14,447.23253941935263,5.248417373149673,30,8,0
MITO,MITO_M2_016_y256x256,1,1219,8,220.95331880577407,6.7970222886711955,12,2,0,3,217.79393923933986,4.860520080913354,5,1,0
MITO,MITO_M2_016_y256x256,5,1364,18,373.2081528017131,6.429429650714855,22,2,0,3,217.79393923933986,4.860520080913354,5,1,0
MITO,MITO_M2_016_y256x256,10,1643,10,249.9949493661167,7.72399621852611,14,2,0,3,217.79393923933986,4.860520080913354,5,1,0
MITO,MITO_M2_016_y256x256,20,2261,9,433.7888886054567,7.553335629420318,21,6,0,3,217.79393923933986,4.860520080913354,5,1,0
MITO,MITO_M2_018_y0x512,1,1160,4,184.46803743153546,8.182784566466802,6,1,0,11,354.49242404917504,6.429089242575321,24,7,1
MITO,MITO_M2_018_y0x512,5,1249,9,355.62236636408625,7.362947434585957,15,5,4,11,354.49242404917504,6.429089242575321,24,7,1
MITO,MITO_M2_018_y0x512,10,1414,7,470.30360723121817,7.832359995470718,19,7,2,11,354.49242404917504,6.429089242575321,24,7,1
MITO,MITO_M2_018_y0x512,20,1699,8,283.2081528017131,7.972416495145985,12,2,0,11,354.49242404917504,6.429089242575321,24,7,1
MITO,MITO_M2_020_y512x512,1,1196,14,621.9604614807106,7.428004210759701,34,11,4,3,77.28427124746189,4.346663246544936,3,0,0
MITO,MITO_M2_020_y512x512,5,1352,11,221.5807358037436,6.3662940591268375,12,1,1,3,77.28427124746189,4.346663246544936,3,0,0
