dataset,group,id,arm,L,bytes,structure_bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,REF,auto,,418,17,538.1147904132612,6.464344894226494,26,6,3,21,57,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,SEG,5,,418,17,580.98484809835,7.470214265322035,27,6,2,7,37,0,0.5714285714285715
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,SEG,auto,,418,13,556.6000717874997,7.451743522018518,19,4,2,7,37,0,0.6
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,GRAPH7,5,5479.0,418,17,581.5,7.422248602917904,27,6,2,7,37,0,0.5714285714285715
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,GRAPH7,auto,5479.0,418,13,557.0,7.392347509150377,19,4,2,7,37,0,0.6
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,JPEG,5,5246.0,418,18,585.9137802864844,7.398649195241669,26,5,2,6,38,0,0.6153846153846154
CBMI,CBMI_mito6,CBMI_mito6_h702_w480,JPEG,auto,5246.0,418,13,551.8721497261419,7.415556478492983,17,3,2,6,38,0,0.6666666666666666
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,REF,5,,733,31,886.335136523794,6.167646710308735,58,14,3,21,77,1,1.0
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,REF,auto,,733,22,839.8792924010781,6.153915930028064,45,12,3,21,77,1,1.0
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,SEG,5,,733,16,1061.033621333629,7.959043083752031,61,24,4,30,54,0,0.4210526315789474
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,SEG,auto,,733,10,938.636651713959,7.927627867873481,34,14,4,30,54,0,0.23076923076923075
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,GRAPH7,5,7965.0,733,16,1062.25,7.972544093365794,61,24,4,29,54,0,0.4210526315789474
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,GRAPH7,auto,7965.0,733,10,939.25,7.942739143437606,34,14,4,29,54,0,0.23076923076923075
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,JPEG,5,7772.0,733,17,1054.5483399593907,7.9324946209867715,60,23,3,29,57,0,0.4324324324324324
CBMI,CBMI_mito2,CBMI_mito2_h423_w724,JPEG,auto,7772.0,733,10,938.2935059634513,7.919631279563067,35,14,3,29,57,0,0.23076923076923075
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,REF,5,,1008,23,1358.8103166302656,5.290208079569472,69,24,3,31,71,0,1.0
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,REF,auto,,1008,20,1347.3250352560274,5.305330452998528,64,23,3,31,71,0,1.0
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,SEG,5,,1008,22,1529.3250352560276,7.301419946933082,84,33,5,39,73,0,0.4912280701754386
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,SEG,auto,,1008,20,1483.526045382804,7.291898461177879,70,27,5,39,73,0,0.52
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,GRAPH7,5,10204.0,1008,22,1531.75,7.318901897079751,84,33,5,37,73,0,0.4912280701754386
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,GRAPH7,auto,10204.0,1008,20,1486.25,7.313982150094842,70,27,5,37,73,0,0.52
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,JPEG,5,10020.0,1008,22,1529.5676759431467,7.181633349110394,89,36,6,44,76,0,0.5333333333333333
CBMI,CBMI_mito4,CBMI_mito4_h562_w734,JPEG,auto,10020.0,1008,20,1481.7686860699234,7.166075717373889,73,29,6,44,76,0,0.5384615384615384
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,REF,5,,1296,42,1499.307791313324,4.502728847896483,90,26,5,39,113,0,1.0
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,REF,auto,,1296,37,1483.2367235014588,4.51357585878812,85,26,5,39,113,0,1.0
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,SEG,5,,1296,25,1864.699710299111,6.658315226567486,109,45,6,54,92,0,0.3380281690140845
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,SEG,auto,,1296,20,1775.1017305526643,6.619922562467871,88,37,6,54,92,0,0.38095238095238093
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,GRAPH7,5,12606.0,1296,25,1865.5,6.688753103705698,109,45,6,54,92,0,0.3380281690140845
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,GRAPH7,auto,12606.0,1296,20,1775.25,6.652730191822815,88,37,6,54,92,0,0.38095238095238093
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,JPEG,5,12298.0,1296,25,1828.6286424872453,6.639692904986261,104,42,5,52,92,0,0.2941176470588235
CBMI,CBMI_mito5,CBMI_mito5_h750_w500,JPEG,auto,12298.0,1296,19,1759.1017305526643,6.636450751724666,86,36,5,52,92,0,0.2903225806451613
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,REF,5,,562,35,461.7888886054567,6.064772798240704,49,8,2,17,83,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,REF,auto,,562,23,416.7472580451141,6.111538223686944,35,7,2,17,83,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,SEG,5,,562,25,685.1564209736038,7.354479611627368,35,5,0,10,60,0,0.15384615384615385
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,SEG,auto,,562,21,631.286363288515,7.287645613234282,25,2,0,10,60,0,0.22222222222222224
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,GRAPH7,5,5861.0,562,25,685.0,7.347627282280883,35,5,0,10,60,0,0.15384615384615385
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,GRAPH7,auto,5861.0,562,21,631.0,7.254357667769264,25,2,0,10,60,0,0.22222222222222224
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,JPEG,5,5766.0,562,26,669.8132752230961,7.318346528276319,32,3,0,9,61,0,0.18181818181818182
CBMI,CBMI_mito6,CBMI_mito6_h330_w512,JPEG,auto,5766.0,562,21,626.1858582251267,7.264451125298895,23,1,0,9,61,0,0.25
MITO,MITO_M2,MITO_M2_001_y256x0,REF,5,,192,3,190.50966799187808,5.590597131327545,5,1,0,2,8,0,1.0
MITO,MITO_M2,MITO_M2_001_y256x0,REF,auto,,192,3,190.50966799187808,5.590597131327545,5,1,0,2,8,0,1.0
MITO,MITO_M2,MITO_M2_001_y256x0,SEG,5,,192,8,233.8944443027283,7.4980833884705795,10,1,0,2,18,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x0,SEG,auto,,192,6,220.16652224137044,7.558234747725142,6,0,0,2,18,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x0,GRAPH7,5,1890.0,192,8,234.00000000000003,7.499273448703021,10,1,0,2,18,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x0,GRAPH7,auto,1890.0,192,6,220.25000000000003,7.541509589087433,6,0,0,2,18,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x0,JPEG,5,1885.0,192,13,300.42135623730957,7.757941229732474,15,1,0,4,30,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x0,JPEG,auto,1885.0,192,8,277.27922061357856,7.891503850447975,10,1,0,4,30,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x256,REF,5,,518,11,658.3279938488577,6.892091180291532,20,5,1,12,32,0,1.0
MITO,MITO_M2,MITO_M2_001_y256x256,REF,auto,,518,10,624.4995667241114,6.949295386182262,15,3,1,12,32,0,1.0
MITO,MITO_M2,MITO_M2_001_y256x256,SEG,5,,518,23,637.7544007200503,7.736572425280043,31,4,0,11,57,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x256,SEG,auto,,518,20,596.955410846827,7.7954934362297506,24,2,0,11,57,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x256,GRAPH7,5,5199.0,518,23,637.5,7.740520361853345,31,4,0,11,57,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x256,GRAPH7,auto,5199.0,518,20,589.0,7.7590997869643346,22,1,0,11,57,0,0.0
MITO,MITO_M2,MITO_M2_001_y256x256,JPEG,5,5032.0,518,28,694.6955262170046,7.970343234349158,38,5,0,12,68,0,0.20000000000000004
MITO,MITO_M2,MITO_M2_001_y256x256,JPEG,auto,5032.0,518,19,605.6122650963194,8.061519092177834,21,1,0,12,68,0,0.5
MITO,MITO_M2,MITO_M2_001_y256x512,REF,5,,713,15,859.4528855298855,7.4076614366257125,47,16,1,33,61,0,1.0
MITO,MITO_M2,MITO_M2_001_y256x512,REF,auto,,713,9,792.825468531916,7.55301047276748,36,14,1,33,61,0,1.0
MITO,MITO_M2,MITO_M2_001_y256x512,SEG,5,,713,33,852.7665940288701,8.13547474956122,54,11,1,20,84,0,0.2962962962962963
MITO,MITO_M2,MITO_M2_001_y256x512,SEG,auto,,713,22,765.8254685319159,8.265449099893202,39,9,1,20,84,0,0.34782608695652173
MITO,MITO_M2,MITO_M2_001_y256x512,GRAPH7,5,5729.0,713,33,853.0,8.14083562588738,54,11,1,19,84,0,0.2962962962962963
MITO,MITO_M2,MITO_M2_001_y256x512,GRAPH7,auto,5729.0,713,22,766.0,8.283474527369677,39,9,1,19,84,0,0.34782608695652173
MITO,MITO_M2,MITO_M2_001_y256x512,JPEG,5,5587.0,713,34,861.4234482783627,8.18573397907088,58,12,1,19,85,0,0.35714285714285715
MITO,MITO_M2,MITO_M2_001_y256x512,JPEG,auto,5587.0,713,26,779.6538956566621,8.204539739776726,40,7,1,19,85,0,0.4761904761904762
MITO,MITO_M2,MITO_M2_001_y512x0,REF,5,,443,15,1220.1097397793776,6.776565022992124,23,4,0,17,47,0,1.0
MITO,MITO_M2,MITO_M2_001_y512x0,REF,auto,,443,15,1209.8670990922585,6.783447492321392,19,2,0,17,47,0,1.0
MITO,MITO_M2,MITO_M2_001_y512x0,SEG,5,,443,19,651.889393668845,7.790291802350019,21,1,0,5,43,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x0,SEG,auto,,443,17,629.9188309203678,7.806446495259359,19,1,0,5,43,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x0,GRAPH7,5,4128.0,443,19,652.25,7.745978651118704,21,1,0,5,43,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x0,GRAPH7,auto,4128.0,443,17,630.25,7.761279439653421,19,1,0,5,43,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x0,JPEG,5,4034.0,443,26,779.144227664784,7.762181248391244,33,3,1,5,55,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x0,JPEG,auto,4034.0,443,20,735.1025971044414,7.845165002413061,25,2,1,5,55,0,0.0
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,REF,5,,566,42,619.8132752230961,5.870248717360313,61,12,6,23,95,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,REF,auto,,566,24,541.286363288515,6.016391669896891,41,11,6,23,95,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,SEG,5,,566,28,644.6417023478424,7.40002985167847,42,7,2,13,65,0,0.10526315789473685
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,SEG,auto,,566,21,613.842712474619,7.3888382940299975,35,7,2,13,65,0,0.1111111111111111
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,GRAPH7,5,5836.0,566,28,644.75,7.371619556016428,42,7,2,11,65,0,0.10526315789473685
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,GRAPH7,auto,5836.0,566,21,614.25,7.364736196567509,35,7,2,11,65,0,0.1111111111111111
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,JPEG,5,5732.0,566,29,644.2985565973347,7.308439462489266,41,6,1,10,66,0,0.1111111111111111
CBMI,CBMI_mito6,CBMI_mito6_h348_w799,JPEG,auto,5732.0,566,23,612.9137802864846,7.304108383183628,35,6,1,10,66,0,0.11764705882352942
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,REF,5,,681,34,968.8498551495557,7.425214040104572,50,9,2,19,83,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,REF,auto,,681,25,910.4650788387054,7.531109063281337,39,8,2,19,83,0,1.0
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,SEG,5,,681,33,900.6782822743016,7.775407387196195,45,7,2,14,76,0,0.375
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,SEG,auto,,681,28,846.8792924010784,7.757252588418654,34,4,2,14,76,0,0.3333333333333333
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,GRAPH7,5,7843.0,681,33,900.25,7.733546277543044,45,7,2,13,76,0,0.375
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,GRAPH7,auto,7843.0,681,29,854.0,7.712156220336294,35,4,2,13,76,0,0.3333333333333333
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,JPEG,5,7548.0,681,33,938.335136523794,7.755612580952921,49,10,4,16,74,0,0.5263157894736842
CBMI,CBMI_mito6,CBMI_mito6_h419_w251,JPEG,auto,7548.0,681,28,886.2935059634515,7.734160801094831,38,7,4,16,74,0,0.5333333333333333
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,REF,5,,828,33,972.7909806465098,4.664614395913807,51,11,4,24,82,0,1.0
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,REF,auto,,828,29,960.5483399593904,4.683681402036175,47,11,4,24,82,0,1.0
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,SEG,5,,828,19,1189.5432893255072,6.986058080941948,61,23,4,31,61,0,0.1176470588235294
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,SEG,auto,,828,19,1152.2295808265224,6.9556459916463815,53,19,4,31,61,0,0.13333333333333333
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,GRAPH7,5,8638.0,828,19,1190.75,6.9752011409058845,61,23,4,31,61,0,0.1176470588235294
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,GRAPH7,auto,8638.0,828,19,1160.25,6.970256407335728,55,20,4,31,61,0,0.12903225806451613
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,JPEG,5,8438.0,828,19,1185.129075763134,6.966482541831105,57,20,2,30,64,0,0.12903225806451613
CBMI,CBMI_mito7,CBMI_mito7_h249_w420,JPEG,auto,8438.0,828,19,1161.2295808265224,6.952921470953816,53,18,2,30,64,0,0.13793103448275862
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,REF,5,,542,9,533.9310242291876,5.543812594551327,31,13,4,21,31,0,1.0
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,REF,auto,,542,9,523.5168106668146,5.565714466963244,27,11,4,21,31,0,1.0
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,SEG,5,,542,12,788.4823227814082,7.996822092547083,39,15,3,19,37,0,0.5714285714285715
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,SEG,auto,,542,8,744.1686142824234,7.948561039073461,25,10,3,19,37,0,0.28571428571428564
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,GRAPH7,5,6363.0,542,12,789.0,7.997360240016833,39,15,3,19,37,0,0.5714285714285715
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,GRAPH7,auto,6363.0,542,8,744.25,7.957138538438907,25,10,3,19,37,0,0.28571428571428564
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,JPEG,5,6340.0,542,13,803.796031280393,8.087712321737856,40,15,3,19,39,0,0.5714285714285715
CBMI,CBMI_mito7,CBMI_mito7_h418_w624,JPEG,auto,6340.0,542,9,740.3401871576773,8.197410435684814,26,10,3,19,39,0,0.28571428571428564
MITO,MITO_M2,MITO_M2_002_y0x0,REF,5,,287,14,322.3086578651014,4.69819949112811,21,4,1,7,33,0,1.0
MITO,MITO_M2,MITO_M2_002_y0x0,REF,auto,,287,14,322.3086578651014,4.69819949112811,21,4,1,7,33,0,1.0
MITO,MITO_M2,MITO_M2_002_y0x0,SEG,5,,287,15,300.27922061357856,8.247416931696128,22,4,1,5,33,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x0,SEG,auto,,287,9,269.237590053236,8.577700846012975,14,3,1,5,33,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x0,GRAPH7,5,2899.0,287,15,300.0,8.220743380576685,22,4,1,5,33,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x0,GRAPH7,auto,2899.0,287,9,269.0,8.56146812168742,14,3,1,5,33,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x0,JPEG,5,2833.0,287,14,310.27922061357856,8.232549129521285,18,2,0,3,31,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x0,JPEG,auto,2833.0,287,9,293.5512985522207,8.365289761775797,13,2,0,3,31,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x256,REF,5,,194,22,692.58787847868,5.377859508680746,37,8,1,22,64,0,1.0
MITO,MITO_M2,MITO_M2_002_y0x256,REF,auto,,194,18,675.9310242291875,5.430601934689214,33,8,1,22,64,0,1.0
MITO,MITO_M2,MITO_M2_002_y0x256,SEG,5,,194,11,164.1543289325507,6.964014883089287,13,1,1,4,24,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x256,SEG,auto,,194,7,143.66904755831212,7.170782187939823,9,1,1,4,24,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x256,GRAPH7,5,2321.0,194,11,164.25,6.950812229235631,13,1,1,3,24,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x256,GRAPH7,auto,2321.0,194,7,143.75,7.162702810225202,9,1,1,3,24,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x256,JPEG,5,2291.0,194,15,216.7817459305202,7.02880566118817,19,2,0,3,33,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x256,JPEG,auto,2291.0,194,8,178.74011537017762,7.367003645991209,12,2,0,3,33,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x256,REF,5,,266,20,741.8427124746192,5.23068031167447,39,12,5,31,61,0,1.0
MITO,MITO_M2,MITO_M2_002_y256x256,REF,auto,,266,18,729.6000717874997,5.231871554999901,35,11,5,31,61,0,1.0
MITO,MITO_M2,MITO_M2_002_y256x256,SEG,5,,266,16,252.3797256769669,7.2678143878960855,20,2,0,2,34,0,0.14285714285714285
MITO,MITO_M2,MITO_M2_002_y256x256,SEG,auto,,266,10,215.4091629284898,7.455641122906883,14,2,0,2,34,0,0.15384615384615385
MITO,MITO_M2,MITO_M2_002_y256x256,GRAPH7,5,2246.0,266,16,252.75,7.267118060116136,20,2,0,2,34,0,0.14285714285714285
MITO,MITO_M2,MITO_M2_002_y256x256,GRAPH7,auto,2246.0,266,10,215.75,7.477397708741089,14,2,0,2,34,0,0.15384615384615385
MITO,MITO_M2,MITO_M2_002_y256x256,JPEG,5,2209.0,266,29,613.4579361637689,7.09111489525176,39,5,0,12,70,0,0.11764705882352941
MITO,MITO_M2,MITO_M2_002_y256x256,JPEG,auto,2209.0,266,22,577.4163056034262,7.163183392475624,32,5,0,12,70,0,0.12500000000000003
MITO,MITO_M2,MITO_M2_002_y256x512,REF,5,,238,28,696.9137802864844,4.7376823358103195,36,4,0,15,71,0,1.0
MITO,MITO_M2,MITO_M2_002_y256x512,REF,auto,,238,23,678.256926036992,4.74165176404954,31,4,0,15,71,0,1.0
MITO,MITO_M2,MITO_M2_002_y256x512,SEG,5,,238,17,243.1370849898476,6.517353857565545,17,0,0,0,34,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x512,SEG,auto,,238,12,228.23759005323595,6.579677894015545,12,0,0,0,34,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x512,GRAPH7,5,2405.0,238,17,243.0,6.454385270566692,17,0,0,0,34,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x512,GRAPH7,auto,2405.0,238,12,228.0,6.50895009099871,12,0,0,0,34,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x512,JPEG,5,2376.0,238,25,345.6639969244288,5.850670477610235,25,0,0,3,53,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x512,JPEG,auto,2376.0,238,19,324.9360748630709,5.891275871009086,19,0,0,3,53,0,0.0
MITO,MITO_M2,MITO_M2_002_y512x0,REF,5,,305,22,608.872149726142,5.281423847025832,33,6,1,23,65,0,1.0
MITO,MITO_M2,MITO_M2_002_y512x0,REF,auto,,305,21,601.872149726142,5.292036123699193,32,6,1,23,65,0,1.0
MITO,MITO_M2,MITO_M2_002_y512x0,SEG,5,,305,19,306.9777054234135,6.937706908236899,21,1,0,4,42,0,0.2857142857142857
MITO,MITO_M2,MITO_M2_002_y512x0,SEG,auto,,305,12,282.0071426749364,6.951790991437047,14,1,0,4,42,0,0.2857142857142857
MITO,MITO_M2,MITO_M2_002_y512x0,GRAPH7,5,2529.0,305,19,306.75,6.914319021428235,21,1,0,4,42,0,0.2857142857142857
MITO,MITO_M2,MITO_M2_002_y512x0,GRAPH7,auto,2529.0,305,12,281.75,6.930895687038549,14,1,0,4,42,0,0.2857142857142857
MITO,MITO_M2,MITO_M2_002_y512x0,JPEG,5,2494.0,305,22,341.7056274847714,7.132120556681839,24,1,0,5,49,0,0.2857142857142857
MITO,MITO_M2,MITO_M2_002_y512x0,JPEG,auto,2494.0,305,14,308.32085117392114,7.260509585543254,16,1,0,5,49,0,0.2857142857142857
MITO,MITO_M2,MITO_M2_002_y512x256,REF,5,,425,25,1129.288455329568,5.320830206226825,64,21,3,36,80,0,1.0
MITO,MITO_M2,MITO_M2_002_y512x256,REF,auto,,425,23,1111.56053326821,5.314545587107817,58,19,3,36,80,0,1.0
MITO,MITO_M2,MITO_M2_002_y512x256,SEG,5,,425,23,514.7594513539339,7.077181552161205,27,2,0,4,50,0,0.08695652173913042
MITO,MITO_M2,MITO_M2_002_y512x256,SEG,auto,,425,18,485.20310216782974,7.143157769663602,20,1,0,4,50,0,0.0
MITO,MITO_M2,MITO_M2_002_y512x256,GRAPH7,5,4231.0,425,23,515.75,7.063272653937367,27,2,0,4,50,0,0.08695652173913042
MITO,MITO_M2,MITO_M2_002_y512x256,GRAPH7,auto,4231.0,425,18,486.0,7.128670104709712,20,1,0,4,50,0,0.0
MITO,MITO_M2,MITO_M2_002_y512x256,JPEG,5,4192.0,425,23,605.2569260369921,6.867955365827738,27,2,0,5,51,0,0.08695652173913042
MITO,MITO_M2,MITO_M2_002_y512x256,JPEG,auto,4192.0,425,16,566.4579361637687,6.920446099355864,16,0,0,5,51,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x512,REF,5,,325,22,528.3746750430836,5.71835895148632,33,6,1,18,60,0,1.0
MITO,MITO_M2,MITO_M2_002_y0x512,REF,auto,,325,19,507.4751801064719,5.766051987539207,26,4,1,18,60,0,1.0
MITO,MITO_M2,MITO_M2_002_y0x512,SEG,5,,325,24,255.20815280171314,7.287769590202375,26,1,0,3,51,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x512,SEG,auto,,325,9,194.3380951166243,7.691058315263315,11,1,0,3,51,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x512,GRAPH7,5,2963.0,325,24,256.25,7.277841468992431,26,1,0,3,51,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x512,GRAPH7,auto,2963.0,325,9,194.75,7.716692442419499,11,1,0,3,51,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x512,JPEG,5,2919.0,325,22,298.35028842544403,7.204331824869014,24,1,0,2,46,0,0.0
MITO,MITO_M2,MITO_M2_002_y0x512,JPEG,auto,2919.0,325,13,264.9655121145938,7.393789565338546,15,1,0,2,46,0,0.0
MITO,MITO_M2,MITO_M2_002_y256x0,REF,5,,298,11,448.2203461105329,5.694135146960781,30,10,1,16,36,0,1.0
MITO,MITO_M2,MITO_M2_002_y256x0,REF,auto,,298,9,419.9066376115481,5.604549345986168,22,7,1,16,36,0,1.0
MITO,MITO_M2,MITO_M2_002_y256x0,SEG,5,,298,7,461.19090885900994,8.591388675236047,16,5,1,7,19,0,0.13333333333333333
MITO,MITO_M2,MITO_M2_002_y256x0,SEG,auto,,298,5,435.87720036002526,8.49282616491715,10,3,1,7,19,0,0.2
MITO,MITO_M2,MITO_M2_002_y256x0,GRAPH7,5,3493.0,298,7,461.5,8.597870948426081,16,5,1,7,19,0,0.13333333333333333
MITO,MITO_M2,MITO_M2_002_y256x0,GRAPH7,auto,3493.0,298,5,436.0,8.487737606069025,10,3,1,7,19,0,0.2
MITO,MITO_M2,MITO_M2_002_y256x0,JPEG,5,3471.0,298,9,531.3746750430835,8.521480831339275,21,7,2,9,23,0,0.23529411764705882
MITO,MITO_M2,MITO_M2_002_y256x0,JPEG,auto,3471.0,298,8,490.747258045114,8.43140550006513,12,3,2,9,23,0,0.2
MITO,MITO_M2,MITO_M2_001_y512x256,REF,5,,500,41,1840.6925676241744,7.300146584703079,107,34,2,77,157,0,1.0
MITO,MITO_M2,MITO_M2_001_y512x256,REF,auto,,500,35,1631.0529573173853,7.361660342166049,71,19,2,77,157,0,1.0
MITO,MITO_M2,MITO_M2_001_y512x256,SEG,5,,500,27,547.7300141024109,7.036550105211131,39,6,0,10,64,0,0.05
MITO,MITO_M2,MITO_M2_001_y512x256,SEG,auto,,500,23,503.75945135393385,7.0206070764730075,29,3,0,10,64,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x256,GRAPH7,5,4654.0,500,27,548.0,7.041672546579477,39,6,0,10,64,0,0.05
MITO,MITO_M2,MITO_M2_001_y512x256,GRAPH7,auto,4654.0,500,23,504.25,7.017367044454001,29,3,0,10,64,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x256,JPEG,5,4614.0,500,26,577.5584412271571,6.939969851269426,38,6,0,9,61,0,0.1
MITO,MITO_M2,MITO_M2_001_y512x256,JPEG,auto,4614.0,500,23,541.8305191657994,6.938265707782867,29,3,0,9,61,0,0.0
MITO,MITO_M2,MITO_M2_001_y512x512,REF,5,,1039,43,1753.8225099390859,7.129865558282514,137,49,4,91,171,0,1.0
MITO,MITO_M2,MITO_M2_001_y512x512,REF,auto,,1039,27,1494.1828996322968,7.431690529448734,86,31,4,91,171,0,1.0
MITO,MITO_M2,MITO_M2_001_y512x512,SEG,5,,1039,34,1424.3128419472075,8.280396413527146,81,25,3,31,93,0,0.16216216216216214
MITO,MITO_M2,MITO_M2_001_y512x512,SEG,auto,,1039,23,1313.2295808265226,8.279876841773806,52,16,3,31,93,0,0.0425531914893617
MITO,MITO_M2,MITO_M2_001_y512x512,GRAPH7,5,9618.0,1039,34,1425.0,8.278566694210133,81,25,3,31,93,0,0.16216216216216214
MITO,MITO_M2,MITO_M2_001_y512x512,GRAPH7,auto,9618.0,1039,23,1314.0,8.271871265282416,52,16,3,31,93,0,0.0425531914893617
MITO,MITO_M2,MITO_M2_001_y512x512,JPEG,5,9534.0,1039,37,1391.6265504461926,8.229447320355682,79,22,2,29,99,0,0.1408450704225352
MITO,MITO_M2,MITO_M2_001_y512x512,JPEG,auto,9534.0,1039,25,1278.9869401394033,8.27852449871624,53,15,2,29,99,0,0.043478260869565216
MITO,MITO_M2,MITO_M2_002_y512x512,REF,5,,365,23,1078.832611206852,4.946552902448962,56,18,4,40,78,0,1.0
MITO,MITO_M2,MITO_M2_002_y512x512,REF,auto,,365,18,1063.1757569573597,4.960754403507631,51,18,4,40,78,0,1.0
MITO,MITO_M2,MITO_M2_002_y512x512,SEG,5,,365,25,432.333044482741,7.404726013962558,27,1,0,1,51,0,0.0
MITO,MITO_M2,MITO_M2_002_y512x512,SEG,auto,,365,19,402.36248173426384,7.444083663348562,19,0,0,1,51,0,0.0
