dataset,group,id,arm,L,bytes,structure_bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w384,JPEG,auto,4673.0,438,25,761.553390593274,5.778833059441117,47,11,0,16,80,0,0.11538461538461536
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,REF,5,,417,76,1432.7636354360402,3.497877032437144,115,23,10,48,180,1,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,REF,auto,,417,68,1457.006276123159,3.517094322522615,124,32,10,48,180,1,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,SEG,5,,417,20,382.19090885901,5.539282784016463,26,3,1,13,51,0,0.07692307692307691
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,SEG,auto,,417,16,368.1198410471445,5.530612356095024,22,3,1,13,51,0,0.05714285714285714
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,GRAPH7,5,3810.0,417,20,382.5,5.504489448343677,26,3,1,12,51,0,0.07692307692307691
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,GRAPH7,auto,3810.0,417,16,368.25,5.493621602572826,22,3,1,12,51,0,0.05714285714285714
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,JPEG,5,3758.0,417,28,514.6589462905454,5.4627612871210065,34,3,0,8,64,0,0.07692307692307691
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h384_w640,JPEG,auto,3758.0,417,23,497.17366491630696,5.476423288767952,29,3,0,8,64,0,0.05714285714285714
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,REF,5,,655,28,1002.288455329568,5.290890086720426,66,21,5,29,75,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,REF,auto,,655,21,981.1463197058372,5.312892516414645,59,21,5,29,75,0,1.0
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,SEG,5,,655,28,855.761543394987,6.689548099875332,48,11,2,16,68,0,0.5
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,SEG,auto,,655,21,819.7199128346443,6.723612179423515,39,10,2,16,68,0,0.45161290322580644
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,GRAPH7,5,7115.0,655,28,857.25,6.710086925404189,48,11,2,16,68,0,0.5
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,GRAPH7,auto,7115.0,655,22,827.75,6.730863203627592,40,10,2,16,68,0,0.45161290322580644
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,JPEG,5,6963.0,655,26,990.3595231414337,6.320204168561874,59,18,5,29,71,0,0.5641025641025642
CBMI,CBMI_Captured_CSU488_1,CBMI_Captured_CSU488_1_h896_w896,JPEG,auto,6963.0,655,22,962.8031739553296,6.31705292913029,53,17,5,29,71,0,0.5789473684210527
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,REF,5,,870,43,1437.5676759431467,4.936890735919245,80,22,7,35,107,0,1.0
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,REF,auto,,870,37,1418.4966081312814,4.939423302873053,74,22,7,35,107,0,1.0
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,SEG,5,,870,36,1255.2712113868652,6.186055495125562,64,17,6,23,83,0,0.5128205128205129
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,SEG,auto,,870,35,1241.7859300126265,6.165693898487502,61,16,6,23,83,0,0.47368421052631576
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,GRAPH7,5,7369.0,870,36,1256.25,6.207476133262164,64,17,6,21,83,0,0.5128205128205129
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,GRAPH7,auto,7369.0,870,35,1242.75,6.191826105339443,61,16,6,21,83,0,0.47368421052631576
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,JPEG,5,7354.0,870,37,1392.0823945689083,6.105443444688306,71,19,4,22,88,0,0.5853658536585366
CBMI,CBMI_Captured_CSU488_2,CBMI_Captured_CSU488_2_h384_w384,JPEG,auto,7354.0,870,32,1360.111831820431,6.081346187424176,64,18,4,22,88,0,0.6
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,REF,5,,484,51,1143.3717164502532,3.5691473785736276,74,15,9,29,113,2,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,REF,auto,,484,48,1161.8569978244918,3.5675965864661134,81,20,9,29,113,2,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,SEG,5,,484,20,615.7422074112307,5.540002298530489,30,6,2,11,47,0,0.28571428571428575
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,SEG,auto,,484,15,597.8427124746189,5.532910274270854,25,6,2,11,47,0,0.23076923076923075
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,GRAPH7,5,4966.0,484,20,616.5,5.5463387351378035,30,6,2,11,47,0,0.28571428571428575
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,GRAPH7,auto,4966.0,484,15,598.5,5.543868555075114,25,6,2,11,47,0,0.23076923076923075
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,JPEG,5,4771.0,484,16,683.1564209736038,5.376024412059378,26,5,1,13,43,0,0.3
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w384,JPEG,auto,4771.0,484,15,679.7422074112307,5.381117480105759,25,5,1,13,43,0,0.24
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,REF,5,,469,66,1467.6509370638319,3.863957060515377,117,33,16,66,168,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,REF,auto,,469,55,1484.3077913133245,3.900724330836716,119,39,16,66,168,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,SEG,5,,469,20,699.8549057834387,5.38073271917474,34,8,2,9,45,0,0.24390243902439024
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,SEG,auto,,469,17,691.7838379715732,5.380015822828637,31,8,2,9,45,0,0.21276595744680848
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,GRAPH7,5,5656.0,469,20,700.25,5.353653399341058,34,8,2,9,45,0,0.24390243902439024
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,GRAPH7,auto,5656.0,469,17,692.0,5.351366752729156,31,8,2,9,45,0,0.21276595744680848
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,JPEG,5,5639.0,469,30,1166.57272657703,5.373607857387317,60,17,4,25,77,0,0.27999999999999997
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h640_w640,JPEG,auto,5639.0,469,28,1158.9158723275375,5.3735240029310924,58,17,4,25,77,0,0.25
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,REF,5,,261,11,364.9482681718907,4.662971686307108,22,7,3,13,29,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,REF,auto,,261,10,363.9482681718907,4.664793295981574,21,7,3,13,29,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,SEG,5,,261,10,378.8772003600252,6.141123976511607,15,3,1,5,23,0,0.6
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,SEG,auto,,261,7,365.2203461105328,6.134624805898928,10,2,1,5,23,0,0.4444444444444445
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,GRAPH7,5,3492.0,261,10,379.25,6.164915886383672,15,3,1,5,23,0,0.6
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,GRAPH7,auto,3492.0,261,7,365.25,6.16541916471186,10,2,1,5,23,0,0.4444444444444445
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,JPEG,5,3489.0,261,9,361.3208511739211,5.835479729561005,14,3,1,4,20,0,0.6
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w896,JPEG,auto,3489.0,261,7,352.6639969244287,5.834403571840219,12,3,1,4,20,0,0.6
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,REF,5,,306,16,480.9898987322333,4.374533767070878,33,11,7,29,47,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,REF,auto,,306,15,478.5756851698602,4.3698154474585955,32,11,6,29,47,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,SEG,5,,306,9,387.1198410471445,7.212566193703852,29,10,1,11,27,0,0.09523809523809525
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,SEG,auto,,306,7,357.3919189857867,7.086744799929475,20,7,1,11,27,0,0.1111111111111111
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,GRAPH7,5,3611.0,306,9,387.5,7.25713221789889,29,10,1,10,27,0,0.09523809523809525
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,GRAPH7,auto,3611.0,306,7,357.75,7.131353488907518,20,7,1,10,27,0,0.1111111111111111
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,JPEG,5,3459.0,306,7,356.8355697996827,7.032971097736011,24,9,1,15,27,0,0.3
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h896_w384,JPEG,auto,3459.0,306,6,347.59292911256335,6.965417639240293,23,9,1,15,27,0,0.3
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,REF,5,,287,14,567.9137802864846,4.212085164218979,24,8,9,30,40,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,REF,auto,,287,13,578.5706345359769,4.219379173740424,29,11,9,30,40,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,SEG,5,,287,12,416.17366491630673,6.673666581363295,16,2,0,4,28,0,0.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,SEG,auto,,287,8,394.27416997969505,6.5780247028125265,10,1,0,4,28,0,0.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,GRAPH7,5,4620.0,287,12,417.0,6.630426472743733,16,2,0,4,28,0,0.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,GRAPH7,auto,4620.0,287,8,394.75,6.535023025038979,10,1,0,4,28,0,0.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,JPEG,5,4222.0,287,11,395.1025971044412,6.039416931790972,12,1,1,2,22,0,0.2222222222222222
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w128,JPEG,auto,4222.0,287,8,381.78888860545646,5.971666837971446,9,1,1,2,22,0,0.16666666666666669
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,REF,5,,599,38,928.033621333629,3.333821981364927,57,12,6,27,91,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,REF,auto,,599,37,962.17575695736,3.3354938680248924,71,20,6,27,91,0,1.0
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,SEG,5,,599,22,795.9797974644666,6.490783201143556,42,11,2,15,55,0,0.08695652173913043
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,SEG,auto,,599,18,775.2518754031087,6.456529333103416,36,10,2,15,55,0,0.06666666666666667
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,GRAPH7,5,6738.0,599,22,796.0,6.488143965820472,42,11,2,15,55,0,0.08695652173913043
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,GRAPH7,auto,6738.0,599,18,775.25,6.4518574715480534,36,10,2,15,55,0,0.06666666666666667
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,JPEG,5,6595.0,599,20,735.1097397793778,6.314502165578247,41,12,3,17,51,0,0.16666666666666666
CBMI,CBMI_Captured_CSU488_4,CBMI_Captured_CSU488_4_h896_w384,JPEG,auto,6595.0,599,15,713.7960312803931,6.304276377494199,34,11,3,17,51,0,0.12903225806451613
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,REF,5,,448,33,608.1147904132613,3.5789267323219662,38,3,1,8,72,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,REF,auto,,448,29,600.2863632885151,3.582940930025851,34,3,1,8,72,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,SEG,5,,448,22,630.3279938488574,5.476463982780152,28,3,0,5,49,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,SEG,auto,,448,22,620.0853531617382,5.484172186750248,26,2,0,5,49,0,0.4
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,GRAPH7,5,5200.0,448,22,630.5,5.444425283892556,28,3,0,5,49,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,GRAPH7,auto,5200.0,448,22,620.25,5.447638277298279,26,2,0,5,49,0,0.4
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,JPEG,5,5133.0,448,24,679.2274887854694,5.490461930420781,31,4,1,9,55,0,0.28571428571428575
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w384,JPEG,auto,5133.0,448,23,666.570634535977,5.494974851630386,28,3,1,9,55,0,0.3333333333333333
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,REF,5,,188,25,411.7766952966369,3.766780418416734,37,8,4,14,56,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,REF,auto,,188,20,399.11984104714446,3.756505413114335,32,8,4,14,56,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,SEG,5,,188,7,236.50966799187805,6.9319916646060795,11,2,0,2,16,0,0.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,SEG,auto,,188,6,229.26702730475878,6.911956890635047,8,1,0,2,16,0,0.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,GRAPH7,5,2460.0,188,7,236.75,6.952274534330225,11,2,0,2,16,0,0.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,GRAPH7,auto,2460.0,188,6,229.5,6.941118939281856,8,1,0,2,16,0,0.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,JPEG,5,2443.0,188,11,303.79393923934,6.316899917087867,15,2,0,5,27,0,0.2
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h384_w640,JPEG,auto,2443.0,188,9,296.55129855222066,6.334315623888341,13,2,0,5,27,0,0.2
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,REF,5,,639,45,813.4945160902281,3.783463552358114,57,9,8,21,95,2,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,REF,auto,,639,40,821.1513703397206,3.810812226938436,54,10,8,21,95,2,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,SEG,5,,639,27,840.364573775317,5.8309264697966485,39,7,2,14,64,0,0.125
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,SEG,auto,,639,22,814.5655839020935,5.794335636035188,32,6,2,14,64,0,0.125
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,GRAPH7,5,6488.0,639,27,841.25,5.85923445572052,39,7,2,14,64,0,0.125
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,GRAPH7,auto,6488.0,639,22,815.5,5.8189987564376295,32,6,2,14,64,0,0.125
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,JPEG,5,6485.0,639,28,873.1635636485403,5.761368801980693,45,9,1,16,70,0,0.1111111111111111
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w384,JPEG,auto,6485.0,639,21,851.3645737753168,5.750058302396356,38,9,1,16,70,0,0.10526315789473685
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,REF,5,,627,56,1105.1585130146568,3.4982030084577644,82,16,7,36,134,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,REF,auto,,627,47,1106.9869401394033,3.4970760747566545,81,20,6,36,134,0,1.0
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,SEG,5,,627,34,831.4650788387053,5.325925525326828,46,7,3,9,71,0,0.17391304347826086
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,SEG,auto,,627,25,797.8376618407357,5.305412466007127,37,7,3,9,71,0,0.14814814814814817
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,GRAPH7,5,6411.0,627,34,831.75,5.32030708520814,46,7,3,8,71,0,0.17391304347826086
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,GRAPH7,auto,6411.0,627,25,798.0,5.303778719450965,37,7,3,8,71,0,0.14814814814814817
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,JPEG,5,6380.0,627,33,993.9036790187178,5.164932233985802,52,11,4,15,73,0,0.14814814814814814
CBMI,CBMI_Captured_CSU488_5,CBMI_Captured_CSU488_5_h640_w640,JPEG,auto,6380.0,627,29,981.8326112068522,5.157943581931042,48,11,4,15,73,0,0.12903225806451613
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,REF,5,,681,86,1008.7321061434639,4.55323954124319,93,4,4,16,180,1,1.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,REF,auto,,681,55,925.3767670841366,4.5888176364903375,62,4,4,16,180,1,1.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,SEG,5,,681,49,732.38181771802,5.53804165927689,51,1,0,7,105,0,0.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,SEG,auto,,681,32,663.2691193458118,5.4504985410060245,34,1,0,7,105,0,0.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,GRAPH7,5,6266.0,681,49,734.0,5.5342048034664435,51,1,0,6,105,0,0.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,GRAPH7,auto,6266.0,681,32,664.25,5.44679819999953,34,1,0,6,105,0,0.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,JPEG,5,6149.0,681,51,775.5239533417508,5.492403389246159,55,2,0,4,106,0,0.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h640_w640,JPEG,auto,6149.0,681,33,710.4112549695429,5.412361642041041,37,2,0,4,106,0,0.0
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,REF,5,,602,37,818.4234482783625,4.547433878042894,52,9,3,16,84,0,1.0
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,REF,auto,,602,26,795.5239533417508,4.647706171045007,43,10,3,16,84,0,1.0
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,SEG,5,,602,29,815.3107499061543,5.594885832034832,40,6,4,13,63,1,0.26666666666666666
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,SEG,auto,,602,23,793.1686142824234,5.574678561169143,34,6,4,13,63,1,0.25
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,GRAPH7,5,6206.0,602,29,815.75,5.628155153791339,40,6,4,11,63,1,0.26666666666666666
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,GRAPH7,auto,6206.0,602,23,793.75,5.613990635219258,34,6,4,11,63,1,0.25
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,JPEG,5,6082.0,602,32,907.8376618407357,5.587909785515954,45,7,4,16,72,0,0.375
CBMI,CBMI_Captured_CSU488_7,CBMI_Captured_CSU488_7_h384_w640,JPEG,auto,6082.0,602,24,882.5239533417508,5.579381897203289,37,7,4,16,72,0,0.3529411764705882
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,REF,5,,343,8,373.67619023324846,6.778160479950668,12,2,1,3,17,1,1.0
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,REF,auto,,343,7,356.01933598375604,6.835419494539071,9,1,1,3,17,1,1.0
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,SEG,5,,343,13,456.13203435596415,7.19507600577514,21,6,5,9,25,1,0.5
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,SEG,auto,,343,7,433.2325394193525,7.242943995622744,13,5,5,9,25,1,0.33333333333333337
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,GRAPH7,5,3931.0,343,13,456.75,7.177980086451751,21,6,5,9,25,1,0.5
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,GRAPH7,auto,3931.0,343,7,433.5,7.233957943434049,13,5,5,9,25,1,0.33333333333333337
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,JPEG,5,3889.0,343,11,457.71782079359105,7.048271856586282,17,5,5,6,18,1,0.5714285714285715
CBMI,CBMI_cell10_1,CBMI_cell10_1_h395_w252,JPEG,auto,3889.0,343,7,447.06096654409873,7.05877932670214,13,5,5,6,18,1,0.33333333333333337
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,REF,5,,347,8,454.88939366884495,6.073882808632744,17,5,2,9,21,0,1.0
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,REF,auto,,347,8,449.88939366884495,5.992692524158065,15,4,2,9,21,0,1.0
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,SEG,5,,347,4,554.7888886054565,7.971320358084925,27,14,5,15,13,0,0.21052631578947364
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,SEG,auto,,347,4,542.5462479183374,7.989270060348468,23,12,5,15,13,0,0.25
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,GRAPH7,5,4347.0,347,4,554.5,7.9624810221707145,27,14,5,15,13,0,0.21052631578947364
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,GRAPH7,auto,4347.0,347,4,542.25,7.984916047567842,23,12,5,15,13,0,0.25
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,JPEG,5,4284.0,347,4,555.2031021678297,7.698723495596737,26,13,5,15,13,0,0.2222222222222222
CBMI,CBMI_cell5,CBMI_cell5_h192_w383,JPEG,auto,4284.0,347,4,547.9604614807104,7.7194981898178545,24,12,5,15,13,0,0.25
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,REF,5,,678,28,1166.0163773909258,4.825949722543889,62,19,5,26,73,0,1.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,REF,auto,,678,19,1140.9453095790604,4.8773167217988105,55,20,5,26,73,0,1.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,SEG,5,,678,24,1074.3178925810907,5.099869007485131,44,11,3,17,59,0,0.5333333333333333
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,SEG,auto,,678,23,1073.3178925810907,5.099901965028334,43,11,3,17,59,0,0.5161290322580645
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,GRAPH7,5,7227.0,678,24,1075.25,5.088961003870674,44,11,3,15,59,0,0.5333333333333333
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,GRAPH7,auto,7227.0,678,23,1074.25,5.089276536571508,43,11,3,15,59,0,0.5161290322580645
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,JPEG,5,7102.0,678,23,1107.217387517703,5.080144355530279,42,11,3,15,55,0,0.4666666666666667
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w640,JPEG,auto,7102.0,678,22,1103.8031739553296,5.0796561080485345,41,11,3,15,55,0,0.45161290322580644
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,REF,5,,932,44,1537.131167804187,6.3124408793665845,76,16,2,26,110,0,1.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,REF,auto,,932,34,1485.2611101190985,6.342191417342874,60,13,2,26,110,0,1.0
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,SEG,5,,932,39,1471.846896556725,5.738326115533033,59,10,0,16,94,0,0.38461538461538464
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,SEG,auto,,932,36,1466.6042558696058,5.739718687227819,56,10,0,16,94,0,0.4347826086956522
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,GRAPH7,5,10116.0,932,39,1472.0,5.74481681379182,59,10,0,16,94,0,0.38461538461538464
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,GRAPH7,auto,10116.0,932,36,1455.25,5.750855763546854,52,8,0,16,94,0,0.4761904761904762
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,JPEG,5,9728.0,932,38,1464.432682994352,5.722843659377311,58,10,0,16,92,0,0.4615384615384615
CBMI,CBMI_Captured_CSU488_6,CBMI_Captured_CSU488_6_h384_w896,JPEG,auto,9728.0,932,36,1458.6042558696056,5.726182396396954,56,10,0,16,92,0,0.4347826086956522
CBMI,CBMI_cell7_1,CBMI_cell7_1_h139_w249,REF,5,,440,20,763.0803025278549,6.031833563622364,29,6,4,9,41,0,1.0
CBMI,CBMI_cell7_1,CBMI_cell7_1_h139_w249,REF,auto,,440,17,742.0092347159896,6.0083464415486505,23,4,4,9,41,0,1.0
